subject_length,matched_bases,similarity
1365,1365,1.0
6996,6996,1.0
7697,7697,1.0
10346,10346,1.0
12656,12656,1.0
124688,124688,1.0
7435,7435,1.0
1364,1364,1.0
7315,7315,1.0
2761,2761,1.0
4767,4767,1.0
1378,1378,1.0
8305,8305,1.0
610033,610033,1.0
10673,10673,1.0
6654,6654,1.0
245717,245717,1.0
2668,2668,1.0
2398,2398,1.0
2249,2249,1.0
2121,2121,1.0
1960,1960,1.0
1700,1700,1.0
2253,2253,1.0
1628,1628,1.0
1722,1722,1.0
2259,2259,1.0
10688,10688,1.0
9023,9023,1.0
5552,5552,1.0
120420,120420,1.0
1365,1365,1.0
10176,10176,1.0
1359,1359,1.0
7435,7435,1.0
7596,7596,1.0
62466,62466,1.0
42906,42906,1.0
43301,43301,1.0
159590,159590,1.0
109558,109558,1.0
48800,48800,1.0
5075,5075,1.0
39651,39651,1.0
56789,56789,1.0
17869,17869,1.0
40692,40692,1.0
47162,47162,1.0
53159,53159,1.0
70841,70841,1.0
43017,43017,1.0
72329,72329,1.0
271084,271084,1.0
38966,38966,1.0
46145,46145,1.0
43454,43454,1.0
173276,173276,1.0
51236,51236,1.0
68262,68262,1.0
52974,52974,1.0
51250,51250,1.0
56024,56024,1.0
43766,43766,1.0
246964,246964,1.0
77837,77837,1.0
40739,40739,1.0
46243,46243,1.0
42240,42240,1.0
142094,142094,1.0
128546,128546,1.0
45550,45550,1.0
39207,39207,1.0
51797,51797,1.0
69099,69099,1.0
75568,75568,1.0
57775,57775,1.0
77792,77792,1.0
92417,92417,1.0
45696,45696,1.0
170438,170438,1.0
48775,48775,1.0
8460,8460,1.0
189311,189311,1.0
33525,33525,1.0
71629,71629,1.0
43050,43050,1.0
8176,8176,1.0
76184,76184,1.0
54791,54791,1.0
41687,41687,1.0
53124,53124,1.0
38772,38772,1.0
71058,71058,1.0
98287,98287,1.0
50781,50781,1.0
71565,71565,1.0
44306,44306,1.0
41529,41529,1.0
52963,52963,1.0
53396,53396,1.0
42093,42093,1.0
46739,46739,1.0
218339,218339,1.0
198533,198533,1.0
39078,39078,1.0
204815,204815,1.0
43153,43153,1.0
7911,1368,0.17292377701934017
10929,10929,1.0
9687,9687,1.0
6253,6253,1.0
6301,6301,1.0
6300,6300,1.0
6317,6317,1.0
6500,6500,1.0
9840,9840,1.0
10220,10220,1.0
1168989,1167315,0.9985679933686288
15088,15088,1.0
5275,5275,1.0
6318,6318,1.0
6639,6639,1.0
9501,9501,1.0
153158,153158,1.0
152710,152710,1.0
67949,67949,1.0
53003,53003,1.0
222006,222006,1.0
76260,76260,1.0
110569,110569,1.0
70506,70506,1.0
48984,48984,1.0
148612,148612,1.0
78064,78064,1.0
52481,52481,1.0
157568,157568,1.0
48420,48420,1.0
54470,54470,1.0
59016,59016,1.0
34553,34553,1.0
69864,69864,1.0
52379,52379,1.0
64613,64613,1.0
51421,51421,1.0
41650,41650,1.0
75772,75772,1.0
53169,53169,1.0
51083,51083,1.0
51308,51308,1.0
50844,50844,1.0
68720,68720,1.0
71341,71341,1.0
52288,52288,1.0
153882,153882,1.0
38616,38616,1.0
53177,53177,1.0
151924,151924,1.0
497513,497513,1.0
53142,53142,1.0
54411,54411,1.0
59231,59231,1.0
53684,53684,1.0
62991,62991,1.0
156646,156646,1.0
53597,53597,1.0
68494,68494,1.0
56461,56461,1.0
43036,43036,1.0
42594,42594,1.0
53526,53526,1.0
69279,69279,1.0
154573,154573,1.0
35725,35725,1.0
76797,76797,1.0
40411,40411,1.0
155586,155586,1.0
106327,106327,1.0
51821,51821,1.0
68311,68311,1.0
69641,69641,1.0
68711,68711,1.0
47180,47180,1.0
60588,60588,1.0
51813,51813,1.0
57387,57387,1.0
59672,59672,1.0
53137,53137,1.0
28941,28941,1.0
37328,37328,1.0
5006,5006,1.0
2818,2818,1.0
2220,2220,1.0
5016,5016,1.0
163023,163023,1.0
2806,2806,1.0
2383,2383,1.0
8228,8228,1.0
2067,2067,1.0
1915,1915,1.0
1831,1831,1.0
152460,152460,1.0
9739,9739,1.0
59254,59254,1.0
9798,9798,1.0
52136,52136,1.0
66316,66316,1.0
2858,2858,1.0
55098,55098,1.0
1784,1784,1.0
1711,1711,1.0
1896,1896,1.0
2208,2208,1.0
2236,2236,1.0
2225,2225,1.0
8194,8194,1.0
1790,1790,1.0
1030,1030,1.0
1379,1379,1.0
2980,2980,1.0
3062,3062,1.0
2925,2925,1.0
995,995,1.0
1001,1001,1.0
7467,7467,1.0
2308,2308,1.0
2087,2087,1.0
1753,1753,1.0
2479,2479,1.0
2526,2526,1.0
7314,7314,1.0
8659,8659,1.0
10513,10513,1.0
7637,7637,1.0
7256,7256,1.0
1344,1344,1.0
7475,7475,1.0
7802,7802,1.0
8976,8976,1.0
19917,19917,1.0
8398,8398,1.0
7204,7204,1.0
2830,2830,1.0
9910,9910,1.0
10891,10891,1.0
12273,12273,1.0
7443,7443,1.0
8931,8931,1.0
9578,9578,1.0
7376,7376,1.0
19199,19199,1.0
8013,8013,1.0
5193,5193,1.0
2753,2753,1.0
5108,5108,1.0
2589,2589,1.0
9700,9700,1.0
167266,167266,1.0
162910,162910,1.0
64113,64113,1.0
169148,169148,1.0
168470,168470,1.0
139020,139020,1.0
42392,42392,1.0
51781,51781,1.0
152778,152778,1.0
65243,65243,1.0
108483,108483,1.0
72028,72028,1.0
51378,51378,1.0
72583,72583,1.0
53255,53255,1.0
54279,54279,1.0
70667,70667,1.0
56702,56702,1.0
57315,57315,1.0
50101,50101,1.0
18899,18899,1.0
31709,31709,1.0
5327,5327,1.0
53513,53513,1.0
42764,42764,1.0
159837,159837,1.0
38269,38269,1.0
159656,159656,1.0
54173,54173,1.0
67383,67383,1.0
47112,47112,1.0
158750,158750,1.0
158100,158100,1.0
55584,55584,1.0
54452,54452,1.0
160541,160541,1.0
82438,82438,1.0
8914,8914,1.0
6233,6233,1.0
5534,5534,1.0
10878,10878,1.0
8132,8132,1.0
7424,7424,1.0
144898,144898,1.0
149459,149459,1.0
39425,39425,1.0
37380,37380,1.0
149162,149162,1.0
93794,93794,1.0
42597,42597,1.0
39360,39360,1.0
41750,41750,1.0
133048,133048,1.0
138036,138036,1.0
38392,38392,1.0
40472,40472,1.0
68807,68807,1.0
131952,131952,1.0
51090,51090,1.0
62661,62661,1.0
75028,75028,1.0
50610,50610,1.0
41569,41569,1.0
39965,39965,1.0
68386,68386,1.0
1374,1374,1.0
1353,1353,1.0
67150,67150,1.0
11840,11840,1.0
9525,9525,1.0
28015,28015,1.0
39093,39093,1.0
25740,25740,1.0
43056,43056,1.0
137090,137090,1.0
135831,135831,1.0
41156,41156,1.0
28193,28193,1.0
28427,28427,1.0
43767,43767,1.0
28022,28022,1.0
28336,28336,1.0
26752,26752,1.0
41941,41941,1.0
66676,66676,1.0
3377,3377,1.0
306862,306862,1.0
282356,282356,1.0
8431,8431,1.0
204054,204054,1.0
220222,220222,1.0
5257,5257,1.0
5153,5153,1.0
4642,4642,1.0
13954,13954,1.0
6677,6677,1.0
9292,9292,1.0
6577,6577,1.0
11123,11123,1.0
45480,45480,1.0
11467,1934,0.16865788785209732
2089,2089,1.0
2614,2614,1.0
3120,3120,1.0
2698,2698,1.0
2026,2026,1.0
2549,2549,1.0
1901,1901,1.0
2911,2911,1.0
6286,6286,1.0
43734,43734,1.0
12276,12276,1.0
12265,12265,1.0
8842,8842,1.0
1406,1406,1.0
2778,2778,1.0
10044,10044,1.0
6530,6530,1.0
151109,151109,1.0
32965,32965,1.0
9760,9760,1.0
6835,6835,1.0
2741,2741,1.0
2152,2152,1.0
2121,2121,1.0
2259,2259,1.0
119638,119638,1.0
2831,2831,1.0
2836,2836,1.0
180800,180800,1.0
370920,370920,1.0
6002,6002,1.0
1773,1773,1.0
6598,6598,1.0
11367,11367,1.0
3415,3415,1.0
33452,33452,1.0
1437,1437,1.0
8287,8287,1.0
7310,7310,1.0
7167,7167,1.0
9564,9564,1.0
9591,9591,1.0
151601,151601,1.0
2590,2590,1.0
2601,2601,1.0
2564,2564,1.0
2477,2477,1.0
2603,2603,1.0
687,687,1.0
8884,8884,1.0
36838,36838,1.0
44332,44332,1.0
46440,46440,1.0
44844,44844,1.0
71248,71248,1.0
132541,132541,1.0
162816,162816,1.0
45746,45746,1.0
71778,71778,1.0
50440,50440,1.0
160281,160281,1.0
46847,46847,1.0
167318,167318,1.0
10365,10365,1.0
10320,10320,1.0
521,521,1.0
4236,4236,1.0
1002,1002,1.0
11550,11550,1.0
4733,4733,1.0
9355,9355,1.0
2169,2169,1.0
2149,2149,1.0
7589,7589,1.0
17656,17656,1.0
2231,2231,1.0
2367,2367,1.0
2232,2232,1.0
24835,863,0.03474934568149789
14927,14927,1.0
14851,14851,1.0
7998,7998,1.0
40002,40002,1.0
10021,10021,1.0
5322,5322,1.0
2439,2439,1.0
859,859,1.0
31491,31491,1.0
8021,8021,1.0
9136,9136,1.0
733,733,1.0
1359,1359,1.0
1966,1966,1.0
1783,1783,1.0
9553,9553,1.0
11900,11900,1.0
6158,6158,1.0
12233,12233,1.0
9491,9491,1.0
11135,11135,1.0
18530,18530,1.0
102759,102759,1.0
5145,5145,1.0
11176,11176,1.0
11139,11139,1.0
11120,11120,1.0
15480,15480,1.0
14885,14885,1.0
17187,17187,1.0
7353,7353,1.0
15480,15480,1.0
15432,15432,1.0
15456,15456,1.0
15234,15234,1.0
18162,18162,1.0
18406,18406,1.0
11070,11070,1.0
19152,19152,1.0
11097,11097,1.0
9165,9165,1.0
15024,15024,1.0
11526,11526,1.0
17262,17262,1.0
12240,12240,1.0
15312,15312,1.0
11019,11019,1.0
12045,12045,1.0
5654,5654,1.0
2714,2714,1.0
5303,5303,1.0
5309,5309,1.0
11082,11082,1.0
16182,16182,1.0
28096,28096,1.0
12278,12278,1.0
11202,11202,1.0
6705,6705,1.0
5300,5300,1.0
6431,6431,1.0
13534,13534,1.0
10002,10002,1.0
11190,11190,1.0
11903,11903,1.0
16698,16698,1.0
11492,11492,1.0
9409,9409,1.0
13100,13100,1.0
15438,15438,1.0
11156,11156,1.0
11482,11482,1.0
11103,11103,1.0
11876,11876,1.0
15442,15442,1.0
13203,13203,1.0
11220,11220,1.0
15444,15444,1.0
11056,11056,1.0
15396,15396,1.0
15624,15624,1.0
15504,15504,1.0
11124,11124,1.0
11141,11141,1.0
17412,17412,1.0
11980,11980,1.0
15888,15888,1.0
4089,4089,1.0
369360,369360,1.0
178171,178171,1.0
32799,32799,1.0
141907,141907,1.0
140903,140903,1.0
43871,43871,1.0
168402,168402,1.0
32975,32975,1.0
29616,29616,1.0
155997,155997,1.0
138658,138658,1.0
45648,45648,1.0
163424,163424,1.0
140807,140807,1.0
54506,54506,1.0
59601,59601,1.0
156446,156446,1.0
42351,42351,1.0
45718,45718,1.0
7037,7037,1.0
58550,58550,1.0
62699,62699,1.0
5986,5986,1.0
133824,133824,1.0
169062,169062,1.0
67744,67744,1.0
34773,34773,1.0
134369,134369,1.0
66854,66854,1.0
59578,59578,1.0
52869,52869,1.0
53332,53332,1.0
40981,40981,1.0
157308,157308,1.0
348532,348532,1.0
165179,165179,1.0
166783,166783,1.0
44366,44366,1.0
38646,38646,1.0
155346,155346,1.0
40286,40286,1.0
7679,7679,1.0
46237,46237,1.0
46547,46547,1.0
42654,42654,1.0
43510,43510,1.0
53744,53744,1.0
42600,42600,1.0
99730,99730,1.0
49640,49640,1.0
40923,40923,1.0
40161,40161,1.0
17972,17972,1.0
8047,8047,1.0
8155,8155,1.0
139004,139004,1.0
36844,36844,1.0
7321,7321,1.0
2547,2547,1.0
1865,1865,1.0
8976,8976,1.0
8568,8568,1.0
9524,9524,1.0
7496,7496,1.0
8489,8489,1.0
12983,12983,1.0
32661,32661,1.0
10023,10023,1.0
2763,2763,1.0
2782,2782,1.0
3912,3912,1.0
2904,2904,1.0
2833,2833,1.0
4023,4023,1.0
3584,3584,1.0
5749,5749,1.0
2389,2389,1.0
3393,3393,1.0
2603,2603,1.0
2711,2711,1.0
4715,4715,1.0
3999,3999,1.0
3175,3175,1.0
3333,3333,1.0
2917,2917,1.0
2658,2658,1.0
3161,3161,1.0
2676,2676,1.0
2262,2260,0.9991158267020336
2834,2834,1.0
1064,1064,1.0
2296,2296,1.0
2735,2735,1.0
2914,2914,1.0
2855,2855,1.0
2122,2122,1.0
2159,2159,1.0
2229,2229,1.0
2130,2130,1.0
2174,2174,1.0
2290,2290,1.0
2288,2288,1.0
2187,2187,1.0
2224,2224,1.0
2199,2199,1.0
2175,2175,1.0
2197,2197,1.0
10889,10889,1.0
8336,8336,1.0
7369,7369,1.0
1755,1755,1.0
1790,1790,1.0
4861,4861,1.0
5085,5085,1.0
9741,9741,1.0
42544,42544,1.0
6408,6408,1.0
4928,4928,1.0
164999,164999,1.0
120938,120938,1.0
2739,2739,1.0
10192,10192,1.0
8712,8712,1.0
5820,5820,1.0
9562,9562,1.0
7093,7093,1.0
4844,4844,1.0
5189,5189,1.0
5770,5770,1.0
5064,5064,1.0
4899,4899,1.0
5167,5167,1.0
5181,5181,1.0
5055,5055,1.0
5159,5159,1.0
2948,2948,1.0
148981,148981,1.0
7213,7213,1.0
31735,31735,1.0
139981,139981,1.0
2752,2752,1.0
18569,18569,1.0
50109,50109,1.0
31249,31249,1.0
4882,4882,1.0
5755,5755,1.0
35814,35814,1.0
4893,4893,1.0
43748,43748,1.0
41880,41880,1.0
6945,6945,1.0
5076,5076,1.0
10290,10290,1.0
3246,3246,1.0
2223,2223,1.0
8952,8952,1.0
6006,6006,1.0
4988,4988,1.0
1169,1169,1.0
1132,1132,1.0
2115,2115,1.0
2243,2243,1.0
2147,2147,1.0
2277,2277,1.0
2234,2234,1.0
2273,2273,1.0
2196,2196,1.0
2193,2193,1.0
2249,2249,1.0
967,967,1.0
1040,1040,1.0
7836,7836,1.0
3892,3892,1.0
3865,3865,1.0
2776,2776,1.0
145704,145704,1.0
2542,2542,1.0
3962,3962,1.0
2806,2806,1.0
8531,8531,1.0
9816,9816,1.0
5049,5049,1.0
2460,2460,1.0
2661,2661,1.0
2234,2234,1.0
2254,2254,1.0
2155,2155,1.0
1605,1605,1.0
2042,2042,1.0
2077,2077,1.0
2290,2290,1.0
2238,2238,1.0
2478,2478,1.0
2089,2089,1.0
2906,2906,1.0
2861,2861,1.0
2309,2309,1.0
2605,2605,1.0
139132,139132,1.0
3588,3588,1.0
3348,3348,1.0
2638,2638,1.0
2751,2751,1.0
2496,2496,1.0
4037,4037,1.0
2741,2741,1.0
4202,4202,1.0
2711,2711,1.0
2846,2846,1.0
2220,2220,1.0
2472,2472,1.0
7853,7853,1.0
7687,7687,1.0
7593,7593,1.0
2485,2485,1.0
2529,2529,1.0
2532,2532,1.0
2651,2651,1.0
182380,182380,1.0
125767,125767,1.0
14953,14953,1.0
2243109,2243109,1.0
8096,8096,1.0
7661,7661,1.0
5187,5187,1.0
2934,2934,1.0
15684,15684,1.0
2530,2530,1.0
140913,140913,1.0
1759,1759,1.0
4817,4817,1.0
49577,49577,1.0
109871,109871,1.0
60727,60727,1.0
66299,66299,1.0
86246,86246,1.0
60285,60285,1.0
55832,55832,1.0
90460,90460,1.0
44716,44716,1.0
7531,7531,1.0
59419,59419,1.0
56537,56537,1.0
54986,54986,1.0
57052,57052,1.0
63334,63334,1.0
58211,58211,1.0
45808,45808,1.0
66181,66181,1.0
37238,37238,1.0
43639,43639,1.0
61251,61251,1.0
53636,53636,1.0
46869,46869,1.0
71200,71200,1.0
159914,159914,1.0
42093,42093,1.0
74806,74806,1.0
56637,56637,1.0
43129,43129,1.0
5077,5077,1.0
5210,5210,1.0
9720,9720,1.0
8041,8041,1.0
10125,10125,1.0
2414,2414,1.0
2423,2423,1.0
10284,10284,1.0
10242,10242,1.0
2656,2656,1.0
2456,2456,1.0
2632,2632,1.0
1835,1835,1.0
2434,2434,1.0
2422,2422,1.0
1825,1825,1.0
2096,2096,1.0
1976,1976,1.0
2184,2184,1.0
1806,1806,1.0
1981,1981,1.0
2307,2307,1.0
2161,2161,1.0
2212,2212,1.0
7796,7796,1.0
2255,2255,1.0
2817,2817,1.0
1990,1990,1.0
1741,1741,1.0
2784,2784,1.0
2537,2537,1.0
1769,1769,1.0
2109,2109,1.0
1763,1763,1.0
1942,1942,1.0
2007,2007,1.0
1865,1865,1.0
2142,2142,1.0
3907,3907,1.0
3612,3612,1.0
3812,3812,1.0
6083,6083,1.0
10009,10009,1.0
9617,9617,1.0
8287,8287,1.0
2932,2932,1.0
2756,2756,1.0
5019,5019,1.0
2737,2737,1.0
3774,3774,1.0
3621,3621,1.0
4956,4956,1.0
5047,5047,1.0
5075,5075,1.0
5046,5046,1.0
5039,5039,1.0
2952,2952,1.0
8850,8850,1.0
2112,2112,1.0
2089,2089,1.0
2189,2189,1.0
2123,2123,1.0
2251,2251,1.0
12917,12917,1.0
27004,27004,1.0
6617,6617,1.0
4613,4613,1.0
6688,6688,1.0
2235,2235,1.0
2199,2199,1.0
7641,7641,1.0
8003,8003,1.0
157977,157977,1.0
174885,174885,1.0
228143,228143,1.0
5132,5132,1.0
6334,6334,1.0
6219,6219,1.0
1982,1982,1.0
7143,7143,1.0
1370,1370,1.0
226084,226084,1.0
7521,7521,1.0
8121,8121,1.0
2872,2872,1.0
10485,10485,1.0
39422,39422,1.0
157498,157498,1.0
36892,36892,1.0
16080,16080,1.0
8376,8376,1.0
4083,4083,1.0
15478,15478,1.0
47142,47142,1.0
8865,8865,1.0
9108,9108,1.0
9786,9786,1.0
2741,2741,1.0
6988,6988,1.0
190768,190768,1.0
3141,3141,1.0
3753,3753,1.0
4194,4194,1.0
20261,20261,1.0
194701,194701,1.0
7769,7769,1.0
5181,5181,1.0
9575,9575,1.0
5704,5704,1.0
214699,214699,1.0
9246,9246,1.0
2796,2796,1.0
39167,39167,1.0
87999,87999,1.0
29438,29438,1.0
29806,29806,1.0
53721,53721,1.0
123475,123475,1.0
36814,36814,1.0
42092,42092,1.0
87510,87510,1.0
45403,45403,1.0
170341,170341,1.0
98170,98170,1.0
29421,29421,1.0
47800,47800,1.0
145519,145519,1.0
29503,29503,1.0
88403,88403,1.0
38389,38389,1.0
162160,162160,1.0
130008,130008,1.0
41268,41268,1.0
158099,158099,1.0
73008,73008,1.0
29327,29327,1.0
29511,29511,1.0
73882,73882,1.0
166977,166977,1.0
49816,49816,1.0
147745,147745,1.0
159492,159492,1.0
167063,167063,1.0
29323,29323,1.0
159071,159071,1.0
108065,108065,1.0
29496,29496,1.0
28527,28527,1.0
87603,87603,1.0
29454,29454,1.0
29394,29394,1.0
41480,41480,1.0
348113,348113,1.0
58076,58076,1.0
164302,164302,1.0
29003,29003,1.0
33828,33828,1.0
86231,86231,1.0
29428,29428,1.0
29741,29741,1.0
39639,39639,1.0
29423,29423,1.0
161239,161239,1.0
43227,43227,1.0
29442,29442,1.0
28921,28921,1.0
56776,56776,1.0
43642,43642,1.0
29377,29377,1.0
68365,68365,1.0
37146,37146,1.0
44613,44613,1.0
37359,37359,1.0
29261,29261,1.0
29247,29247,1.0
38810,38810,1.0
73050,73050,1.0
29494,29494,1.0
45169,45169,1.0
29412,29412,1.0
29264,29264,1.0
39530,39530,1.0
40214,40214,1.0
77327,77327,1.0
33756,33756,1.0
39725,39725,1.0
38742,38742,1.0
346602,346602,1.0
29264,29264,1.0
29751,29751,1.0
240413,240413,1.0
29255,29255,1.0
167785,167785,1.0
29264,29264,1.0
7025,7025,1.0
2903,2903,1.0
3218,3218,1.0
4590,4590,1.0
2218,2218,1.0
1375,1375,1.0
351,351,1.0
8041,8041,1.0
7291,7291,1.0
7596,7596,1.0
1789,1789,1.0
5318,5318,1.0
5159,5159,1.0
6169,6169,1.0
29726,29726,1.0
29463,29463,1.0
29330,29330,1.0
29324,29324,1.0
29594,29594,1.0
29461,29461,1.0
29347,29347,1.0
29440,29440,1.0
29517,29517,1.0
28876,28876,1.0
29506,29506,1.0
6258,6258,1.0
3442,3442,1.0
4609,4609,1.0
4451,4451,1.0
4815,4815,1.0
4501,4501,1.0
4656,4656,1.0
4671,4671,1.0
4366,4366,1.0
4949,4949,1.0
4552,4552,1.0
4624,4624,1.0
4654,4654,1.0
4686,4686,1.0
4631,4631,1.0
4424,4424,1.0
4199,4199,1.0
4453,4453,1.0
4666,4666,1.0
683,683,1.0
5961,5961,1.0
532,532,1.0
33090,33090,1.0
9829,9829,1.0
241564,241564,1.0
31848,31848,1.0
10870,10870,1.0
4230,4230,1.0
6327,6327,1.0
15395,15395,1.0
10119,10119,1.0
2745,2745,1.0
2152,2152,1.0
2530,2530,1.0
124244,124244,1.0
7320,7320,1.0
1815,1815,1.0
1901,1901,1.0
2061,2061,1.0
2237,2237,1.0
1241,1241,1.0
1876,1876,1.0
2293,2293,1.0
1799,1799,1.0
2305,2305,1.0
2291,2291,1.0
1063,1063,1.0
1635,1635,1.0
1895,1895,1.0
1999,1999,1.0
1894,1894,1.0
2469,2469,1.0
1826,1826,1.0
1240,1240,1.0
2292,2292,1.0
1600,1600,1.0
2257,2257,1.0
2167,2167,1.0
10893,10893,1.0
7476,7476,1.0
10938,10938,1.0
2253,2253,1.0
2188,2188,1.0
651523,651523,1.0
11649,11649,1.0
160358,160358,1.0
9855,9855,1.0
8496,8496,1.0
8087,8087,1.0
14729,14729,1.0
2794,2794,1.0
3542,3542,1.0
132831,132831,1.0
8105,8105,1.0
496396,496292,0.9997904898508448
168401,168401,1.0
43804,43804,1.0
42612,42612,1.0
32847,32847,1.0
167435,167435,1.0
57677,57677,1.0
68016,68016,1.0
39014,39014,1.0
29508,29508,1.0
47636,47636,1.0
48211,48211,1.0
39552,39552,1.0
43587,43587,1.0
41632,41632,1.0
41666,41666,1.0
175720,175720,1.0
177534,177534,1.0
9867,9867,1.0
10761,10761,1.0
3956,3956,1.0
1767,1767,1.0
2744,2744,1.0
196300,196300,1.0
193301,193301,1.0
182309,182309,1.0
473558,473558,1.0
1705,1705,1.0
32939,32939,1.0
35159,35159,1.0
34064,34064,1.0
171454,171454,1.0
171045,171045,1.0
8334,8334,1.0
178262,178262,1.0
35685,35685,1.0
2765,2765,1.0
1387,1387,1.0
1381,1381,1.0
5032,5032,1.0
5024,5024,1.0
5352,5352,1.0
5041,5041,1.0
5201,5201,1.0
4903,4903,1.0
2776,2776,1.0
7233,7233,1.0
7197,7197,1.0
5358,5358,1.0
1353,1353,1.0
1353,1353,1.0
328,328,1.0
434,434,1.0
5111,5111,1.0
22780,22780,1.0
13188,13188,1.0
11214,11214,1.0
12162,12162,1.0
11072,11072,1.0
14494,14494,1.0
188534,188534,1.0
16133,16133,1.0
8887,8887,1.0
14478,14478,1.0
2923,2923,1.0
10795,10795,1.0
12706,12706,1.0
14627,14627,1.0
90000,90000,1.0
136896,136896,1.0
15696,15696,1.0
11003,11003,1.0
13769,13769,1.0
23193,23193,1.0
2531,2531,1.0
11183,11183,1.0
10877,10877,1.0
9527,9527,1.0
2754,2754,1.0
10815,10815,1.0
10017,10017,1.0
12004,12004,1.0
11395,11395,1.0
7771,7771,1.0
38049,38049,1.0
29767,29767,1.0
24837,24837,1.0
415,415,1.0
15618,15618,1.0
7656,7656,1.0
7810,7810,1.0
6929,6929,1.0
7333,7333,1.0
19537,19537,1.0
22879,22879,1.0
21414,21414,1.0
21779,21779,1.0
16248,16248,1.0
24521,24521,1.0
18554,18554,1.0
26315,26315,1.0
16053,16053,1.0
18697,18697,1.0
9653,9653,1.0
8768,8768,1.0
205896,205896,1.0
9809,9809,1.0
4850,4850,1.0
167467,167467,1.0
63569,63569,1.0
2272,2272,1.0
2234,2234,1.0
127011,127011,1.0
9850,9850,1.0
8543,8543,1.0
6139,6139,1.0
3747,3747,1.0
1813,1813,1.0
6733,6733,1.0
2497,2497,1.0
2922,2922,1.0
2733,2733,1.0
2768,2768,1.0
2903,2903,1.0
5221,5221,1.0
6393,6393,1.0
4781,4781,1.0
4178,4178,1.0
11877,11877,1.0
4784,4784,1.0
11343,11343,1.0
5056,5056,1.0
5007,5007,1.0
9632,9632,1.0
4942,4942,1.0
4742,4742,1.0
5997,5997,1.0
98392,98392,1.0
7707,7707,1.0
5163,5163,1.0
135952,135952,1.0
6888,6888,1.0
4634,4634,1.0
19351,19351,1.0
94109,94109,1.0
67617,67617,1.0
56275,56275,1.0
39235,39235,1.0
65955,65955,1.0
60919,60919,1.0
68735,68735,1.0
142987,142987,1.0
61035,61035,1.0
41149,41149,1.0
50418,50418,1.0
188632,188632,1.0
43963,43963,1.0
56982,56982,1.0
36595,36595,1.0
39593,39593,1.0
77779,77779,1.0
43012,43012,1.0
44203,44203,1.0
41098,41098,1.0
149732,149732,1.0
73419,73419,1.0
68355,68355,1.0
41526,41526,1.0
149218,149218,1.0
46596,46596,1.0
56669,56669,1.0
40938,40938,1.0
50515,50515,1.0
68367,68367,1.0
69030,69030,1.0
177643,177643,1.0
41563,41563,1.0
62851,62851,1.0
166313,166313,1.0
51637,51637,1.0
40114,40114,1.0
67774,67774,1.0
68472,68472,1.0
68227,68227,1.0
15524,15524,1.0
18655,18655,1.0
29407,29407,1.0
40491,40491,1.0
41338,41338,1.0
33900,33900,1.0
41868,41868,1.0
40740,40740,1.0
37976,37976,1.0
33509,33509,1.0
38084,38084,1.0
70270,70270,1.0
48594,48594,1.0
53141,53141,1.0
66103,66103,1.0
44249,44249,1.0
47618,47618,1.0
51366,51366,1.0
134270,134270,1.0
176081,176081,1.0
58671,58671,1.0
27395,27395,1.0
120098,120098,1.0
178182,178182,1.0
50768,50768,1.0
35644,35644,1.0
58065,58065,1.0
49037,49037,1.0
161989,161989,1.0
49847,49847,1.0
49316,49316,1.0
142348,142348,1.0
33755,33755,1.0
45653,45653,1.0
49714,49714,1.0
59878,59878,1.0
39133,39133,1.0
182145,182145,1.0
48754,48754,1.0
43098,43098,1.0
59670,59670,1.0
80798,80798,1.0
75626,75626,1.0
43680,43680,1.0
167124,167124,1.0
40024,40024,1.0
39399,39399,1.0
51409,51409,1.0
72790,72790,1.0
49462,49462,1.0
28489,28489,1.0
37246,37246,1.0
18609,18609,1.0
44492,44492,1.0
56826,56826,1.0
5851,5851,1.0
52647,52647,1.0
31522,31522,1.0
49203,49203,1.0
50882,50882,1.0
66708,66708,1.0
41698,41698,1.0
68346,68346,1.0
49158,49158,1.0
69118,69118,1.0
52643,52643,1.0
126341,126341,1.0
28111,28111,1.0
43150,43150,1.0
90743,90743,1.0
58637,58637,1.0
52357,52357,1.0
27935,27935,1.0
58546,58546,1.0
57766,57766,1.0
27608,27608,1.0
51355,51355,1.0
43809,43809,1.0
93879,93879,1.0
57168,57168,1.0
43190,43190,1.0
162101,162101,1.0
40670,40670,1.0
40829,40829,1.0
58985,58985,1.0
26975,26975,1.0
87372,87372,1.0
42265,42265,1.0
50165,50165,1.0
52055,52055,1.0
248088,248088,1.0
34155,34155,1.0
61235,61235,1.0
61511,61511,1.0
27783,27783,1.0
48216,48216,1.0
38751,38751,1.0
42508,42508,1.0
41149,41149,1.0
33274,33274,1.0
111751,111751,1.0
44952,44952,1.0
57328,57328,1.0
75816,75816,1.0
57293,57293,1.0
61081,61081,1.0
170527,170527,1.0
41805,41805,1.0
53387,53387,1.0
41449,41449,1.0
37995,37995,1.0
53042,53042,1.0
50078,50078,1.0
43724,43724,1.0
44846,44846,1.0
80148,80148,1.0
172733,172733,1.0
42881,42881,1.0
52392,52392,1.0
44576,44576,1.0
44222,44222,1.0
40477,40477,1.0
43189,43189,1.0
76964,76964,1.0
15541,15541,1.0
9362,9362,1.0
153714,153714,1.0
43595,43595,1.0
38392,38392,1.0
86252,86252,1.0
50614,50614,1.0
1317,1317,1.0
109801,109801,1.0
52967,52967,1.0
76271,76271,1.0
43225,43225,1.0
38625,38625,1.0
