genome_id,name,refseq_acc,bv_assembly_accession,subject_length,bv_len,sim,same_assembly
2702.528,Gardnerella vaginalis UMB0388,GCF_002871555.2,GCA_002871555.1,1628741,1980920.0,0.013123633530438541,True
272559.47,Bacteroides fragilis NCTC 9343,GCF_900445515.1,GCA_900227845.1,5315005,4438570.0,0.009734703918434695,False
272568.39,Gluconacetobacter diazotrophicus PA1 5 strain PAl 5 strain PAl 5; ATCC 49037,GCF_000021325.1,GCA_000021325.1,3914947,27455.0,0.01056412768806321,True
272620.58,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 strain ATCC 700721; MGH 78578,GCF_000016305.1,GCA_000016305.1,5694894,175879.0,0.045290570816594655,True
272942.34,Rhodobacter capsulatus SB 1003,GCF_000021865.1,GCA_000021865.1,3871920,132962.0,0.03671563462055001,True
2795026.3,Hymenobacter sp. BT442,GCF_017571495.1,GCA_016056375.1,7101020,5143362.0,0.3696923822211457,False
279808.28,Staphylococcus haemolyticus JCSC1435,GCF_000009865.1,GCA_000009865.1,2697861,8180.0,0.003032031672499065,True
2801334.3,Chryseobacterium sp. RG1,GCF_016735585.2,GCA_016735585.2,4430189,5327821.0,0.000630898591459642,True
2801338.3,Lysobacter sp. MMG2,GCF_016735495.2,GCA_016735495.2,4167003,3413045.0,0.006672661382773183,True
28025.299,Bifidobacterium animalis 1001216st1_A3_BSD2780061688_150302,GCF_028204175.1,GCA_028204175.1,1928607,1928607.0,0.3672500410918347,True
28025.267,Bifidobacterium animalis AM104-33,GCF_027659385.1,GCA_027659385.1,1918612,1918612.0,0.4817295002845807,True
28025.276,Bifidobacterium animalis TF09-6A,GCF_027690475.1,GCA_027690475.1,1917498,1917498.0,0.4682904493251101,True
28026.1514,Bifidobacterium pseudocatenulatum AM90-01A,GCF_027698785.1,GCA_027698785.1,2335153,2335153.0,0.44663882837655605,True
28026.1504,Bifidobacterium pseudocatenulatum OF32-3pH5A,GCF_027692815.1,GCA_027692815.1,2232434,2232434.0,0.453924281748083,True
28026.1519,Bifidobacterium pseudocatenulatum RTP21311st1_C8_RTP21311_201001,GCF_028310275.1,GCA_028310275.1,2304461,2304461.0,0.33327663171561595,True
2809027.3,Bifidobacterium sp. MA1,GCF_018555435.2,GCA_018555435.2,3348570,2983671.0,0.301978157840511,True
28110.22,Francisella philomiragia strain O#319-036 [FSC 153] strain O#319-036 [FSC 153] strain O#319-036 [FSC 153],GCF_000833295.1,GCA_000833295.1,1924061,4876.0,0.0025342231873105893,True
2811430.3,Telluribacter sp. SYSU D00476,GCF_017355915.2,GCA_017355915.2,6308328,5009727.0,0.0002639368149531857,True
28125.3,Prevotella bivia strain GED7760C,GCF_001546565.2,GCF_001546565.1,2459295,2103587.0,0.0007929101632785005,True
28144.72,Salmonella enterica subsp. enterica serovar Derby strain SA20035215,GCF_002234755.2,GCA_002234755.1,5086889,236555.0,0.04665582441448988,True
282420.3,Planktothrix agardhii CCAP 1459/11A strain NIES-905,GCF_005402765.1,GCA_005402765.2,5512454,943974.0,0.18705988294868311,True
283699.14,Pseudoalteromonas sp. Bsw20308 strain BSW20308,GCF_000310105.2,GCA_000310105.2,4830226,906103.0,0.21138472609770226,True
284032.4,Streptomyces heliomycini JCM 9767,GCF_042431345.1,,8264776,4175730.0,0.4555356370214994,False
28450.2594,Burkholderia pseudomallei 18MB023849,GCF_027856855.2,GCA_027856855.2,7053004,7045778.0,0.45470497393734643,True
28450.2571,Burkholderia pseudomallei 22MB088990,GCF_027856395.2,GCA_027856395.2,7075620,7068825.0,0.454800286052671,True
287.28408,Pseudomonas aeruginosa PaLo19,GCF_027856035.1,GCA_027856035.1,7175170,7175170.0,0.04598873615538029,True
28901.18805,Salmonella enterica G1554,GCF_028493025.1,GCA_028493025.1,5034267,5034267.0,0.4668925982670367,True
28901.1879,Salmonella enterica strain BCW_6289,GCF_028492745.1,GCA_002044145.1,4748022,4997962.0,0.44564431251582237,False
28901.18747,Salmonella enterica SF015,GCF_028485815.1,GCA_028485815.1,4990041,4990041.0,0.4643118162756579,True
28901.18783,Salmonella enterica SF035,GCF_028492405.1,GCA_028492405.1,4889254,4889254.0,0.46281375440915934,True
28901.18784,Salmonella enterica SF108,GCF_028492245.1,GCA_028492245.1,4978244,4978244.0,0.46662076025200855,True
28901.18761,Salmonella enterica SF184,GCF_028491465.1,GCA_028491465.1,4857075,4857075.0,0.4532995681557316,True
290339.26,Cronobacter sakazakii ATCC BAA-894,GCF_000017665.1,GCA_000017665.1,4530777,131196.0,0.02927864249332951,True
293387.346,Bacillus altitudinis C10-4,GCF_028462265.1,GCA_028462265.1,3679170,3679170.0,0.4614138514936793,True
29339.59,Bacillus thuringiensis serovar kurstaki strain HD 1 strain HD 1i,GCF_000835235.1,GCA_000835235.1,6859474,412022.0,0.10408217889593284,True
2936269.4,Pseudomonas sp. BGr12,GCF_030272895.2,,6912209,5631372.0,0.28770137014086233,False
2936270.4,Pseudomonas sp. BJa5,GCF_030272875.2,,5630729,6912209.0,0.3522980772116719,False
29383.5,Staphylococcus equorum subsp. equorum strain NCTC 12414,GCF_003970515.1,GCA_003968885.1,2711458,2350071.0,0.16402761908906574,False
29385.464,Staphylococcus saprophyticus 7_sapro,GCF_027853655.1,GCA_027853655.1,2730928,2730928.0,0.46674646859968477,True
2949854.3,Providencia sp. PROV144,GCF_028481425.1,GCA_028481425.1,4322432,4322432.0,0.40201604096952825,True
2950111.4,Streptomyces sp. Isolate_45,GCF_024721315.2,,9065211,8890649.0,0.21320441410575,False
29519.164,Borreliella garinii CIP 103362,GCF_001922545.1,,1156110,57532.0,0.04976343081540684,False
297245.19,Legionella pneumophila str. Lens,GCF_000048665.1,GCA_000048665.1,3405519,59832.0,0.02129778163034768,True
297246.23,Legionella pneumophila str. Paris,GCF_000048645.1,GCA_000048645.1,3635495,131885.0,0.03867863935997711,True
2972786.5,Commensalibacter sp. LMG 31819 R-79671,GCF_947179065.1,GCA_947179065.1,2528666,2528666.0,0.48804745268849264,True
298386.28,Photobacterium profundum SS9,GCF_000196255.1,GCA_000196255.1,6403280,80033.0,0.013996264414487576,True
2986997.5,Romboutsia sp. 1001216sp1 BSD2780061687st1_C1_BSD2780061687b_171204,GCF_028326315.1,GCA_028326315.1,3044673,3044673.0,0.4221372869927247,True
2987525.3,Paucibacter sp. hw1,GCF_028595345.1,GCA_028595305.1,5471347,4372104.0,0.19472755063789593,False
2987526.3,Paucibacter sp. hw8,GCF_028595305.1,GCA_028595345.1,4372104,5471347.0,0.2420008764658846,False
299766.79,Enterobacter hormaechei subsp. steigerwaltii strain 34977,GCF_000814125.3,GCA_000814125.3,5209251,263138.0,0.05391600443134723,True
299766.77,Enterobacter hormaechei subsp. steigerwaltii strain 34998,GCF_000807425.2,GCA_000807425.4,5303516,239973.0,0.04901333379591954,True
3002440.3,Flavobacterium sp. SUN046,GCF_028867965.2,GCA_028867965.2,4125584,3373788.0,0.1628806976175979,True
3002441.3,Flavobacterium sp. SUN052,GCF_028867935.2,GCA_028867935.2,3374313,8106526.0,0.0013694639471797667,True
300876.118,Vibrio europaeus 2967,GCF_028446885.1,GCA_028446885.1,5538311,5538311.0,0.4498842697710547,True
300876.115,Vibrio europaeus 2971,GCF_028446805.1,GCA_028446805.1,5482013,5482013.0,0.46232925751909015,True
301105.6,Enterobacter hormaechei subsp. hormaechei strain 34983,GCF_000814205.1,GCA_000814205.1,5063734,328905.0,0.06949180189954686,True
306263.16,Campylobacter lari RM2100 strain RM2100; ATCC BAA-1060D,GCF_000019205.1,GCA_000019205.1,1571661,46201.0,0.02955408322787166,True
309801.17,Thermomicrobium roseum DSM 5159,GCF_000021685.1,GCA_000021685.1,2920744,917738.0,0.31810970081595646,True
309807.35,Salinibacter ruber DSM 13855 strain DSM 13855; M31,GCF_000013045.1,GCA_000013045.1,3587328,35505.0,0.01027895971597802,True
310355.4,Catellatospora bangladeshensis JCM 12949,GCF_042666735.1,,8986923,6838199.0,0.07477475883569938,False
316.73,,GCF_021713635.1,,3939517,,0.4497350817371774,False
319795.25,Deinococcus geothermalis DSM 11300,GCF_000196275.1,GCA_000196275.1,3247018,574127.0,0.193875118647325,True
323097.2,,GCF_000013885.1,,5011522,,0.08199445198484612,False
323261.19,Nitrosococcus oceani ATCC 19707 strain ATCC 19707; JCM30415 (Type strain),GCF_000012805.1,GCA_000012805.1,3522111,40420.0,0.012957853968827218,True
329726.53,Acaryochloris marina MBIC11017,GCF_000018105.1,GCA_000018105.1,8361599,374161.0,0.07899948323281229,True
33007.8,Actinomyces neuii strain UMB0125,GCF_002860645.2,GCA_002860645.1,2256214,2390431.0,0.4776975942884851,True
33028.1,,GCF_003968885.1,,2350071,,0.3608980324424241,False
331104.1,,GCF_000022605.2,,640935,,0.0063735012130715285,False
331272.37,Burkholderia cenocepacia HI2424 strain B1,GCF_000203955.1,GCA_000203955.1,7702840,164857.0,0.024643378286450194,True
335284.24,Psychrobacter cryohalolentis K5,GCF_000013905.1,GCA_000013905.1,3101097,41221.0,0.014461656633120473,True
338969.25,Rhodoferax ferrireducens T118 strain DSM 15236,GCF_000013605.1,GCA_000013605.1,4969784,257447.0,0.05180889149307093,True
33959.703,Lactobacillus johnsonii AF51-9b6A,GCF_027682595.1,GCA_027682595.1,1934138,1934138.0,0.4738643261235755,True
340189.9,Salmonella enterica subsp. enterica serovar Manhattan strain SA20084699,GCF_002234795.1,GCA_002234795.1,4802602,38945.0,0.01458750902115145,True
344609.28,Shigella boydii CDC 3083-94 strain BS512; CDC 3083-94,GCF_000020185.1,GCA_000020185.1,4874659,210919.0,0.14600857208678597,True
347255.7,Rickettsia africae ESF-5,GCF_000023005.1,GCA_000023005.1,1290917,12377.0,0.009748883932894213,True
347495.12,Bacillus cereus F837/76,GCF_000239195.1,GCA_000239195.1,5288498,55304.0,0.010973058891201244,True
347834.68,Rhizobium etli CFN 42,GCF_000092045.1,GCA_000092045.1,6530228,642517.0,0.1041435306699858,True
349747.19,Yersinia pseudotuberculosis IP 31758,GCF_000016945.1,GCA_000016945.1,4935125,153140.0,0.031054532559965552,True
351671.7,Xenorhabdus doucetiae strain FRM16,GCF_000968195.1,GCA_000968195.1,4203651,8449.0,0.002085330109469126,True
352858.3,Bacillus sp. Y1,GCF_014489805.1,GCA_003586445.1,4171111,5028825.0,0.0164819397038343,False
353218.3,Pseudomonas sp. s4 strain S4,GCF_046764235.1,GCA_034652295.1,6327691,4406530.0,0.21829748007606567,False
35806.25,Rhodovulum sulfidophilum strain SNK001,GCF_001633145.1,GCA_001633145.1,4196493,113522.0,0.027123600587442894,True
361277.14,Terribacillus saccharophilus strain DSM 21619,GCF_900110015.1,GCA_002335735.1,3632506,4703180.0,0.005543280589213067,False
363253.14,Lawsonia intracellularis PHE/MN1-00,GCF_000055945.1,GCA_000055945.1,1719014,194553.0,0.11317708872644434,True
363867.3,Aeromicrobium ginsengisoli strain JCM 14732,GCF_004134905.2,GCA_004134905.2,4005926,3919691.0,0.40487967076775755,True
365346.4,Paenisporosarcina quisquiliarum strain SK 55,GCF_027563315.1,GCA_900109875.1,3140025,4033490.0,0.06942078486636252,False
366649.1,,GCF_002309515.1,,5279077,,0.012942603413437614,False
367190.12,Yersinia similis strain 228 strain Y_sim_228,GCF_000582515.1,GCA_000582515.1,4964409,60687.0,0.01517723459126756,True
1392.441,Bacillus anthracis strain Canadian_bison strain Canadian Bison,GCF_000833125.1,GCA_000833125.1,5505775,181741.0,0.03339057625856487,True
1392488.5,Leeuwenhoekiella sp. Hel_I_48,GCF_000733945.1,GCA_000687915.1,4140757,4281274.0,0.0727217269692474,False
1392489.4,Leeuwenhoekiella sp. MAR_2009_132,GCF_000687915.1,GCA_000733945.1,4281274,4140757.0,0.07204257424308745,False
1393051.3,Pedobacter ureilyticus strain THG-T11,GCF_005925345.2,GCA_005925345.1,4618610,4976191.0,0.48099644698296673,True
1396.1856,Bacillus cereus strain 3a,GCF_000832765.1,GCA_000832765.1,5642300,312478.0,0.062442443684313134,True
1408204.5,Candidatus Endomicrobium trichonymphae strain Rs-D1,GCF_002355835.1,GCA_002355835.1,1130840,5518.0,0.007960454175657035,True
1415164.3,Staphylococcus cohnii hu-01,GCF_000513495.2,GCA_000513495.2,2735503,5697903.0,0.013515978596989293,True
1415784.37,Bacillus toyonensis BCT-7112 strain BCT-7112T,GCF_000496285.1,GCA_000496285.1,5025419,76974.0,0.015582382284939822,True
1423.482,Bacillus subtilis strain 29R7-12,GCF_001902555.1,GCA_001902555.1,4204050,64604.0,0.015367086499922694,True
1423.2796,Bacillus subtilis A29,GCF_004294535.1,GCA_030297825.1,4059431,12392741.0,0.0012521459288259856,False
1427372.3,Mycobacterium microti OV254,GCF_904810325.1,GCA_002865895.1,4369915,5740218.0,0.353345774460144,False
1428.836,Bacillus thuringiensis strain YGd22-03,GCF_002184245.1,GCA_002184245.1,5675543,98137.0,0.018211473333917125,True
1428452.6,Morganella morganii F675,GCF_000752335.1,GCA_000753395.1,4196460,26605.0,0.006714945454025536,False
1446746.9,Escherichia coli O6:H16 strain 2011EL-1370-2,GCF_002269325.1,GCA_002269325.1,4965555,117021.0,0.04476599292526213,True
1447259.3,Arcobacter butzleri L351,GCF_001010615.1,GCF_001010615.1,2290244,1042959.0,0.4649788406824775,True
1447714.4,Chlamydia trachomatis D/CS637/11,GCF_001183765.1,GCA_001183765.1,1050173,7493.0,0.007135014897545452,True
1452727.5,Bacillus anthracis str. Turkey32 strain 35,GCF_000833275.1,GCA_000833275.1,5505298,181760.0,0.03339692056633446,True
1453870.4,Staphylococcus aureus subsp. aureus 300-169,GCF_000534855.1,GCA_000534855.1,2808012,2457.0,0.0008749962606997406,True
1454593.4,Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765,GCF_001620135.2,GCA_001620135.2,4954715,9323.0,0.003589712021781273,True
1458279.6,Staphylococcus aureus USA300-ISMMS1,GCF_000568455.1,GCA_000568455.1,2951201,27068.0,0.010108765888870328,True
150056.28,Staphylococcus fleurettii strain DSM 13212,GCF_003970575.1,GCA_003968865.1,2605275,2473007.0,0.07238276189653683,False
1502.3032,Clostridium perfringens CP5,GCF_028437745.1,GCA_028437745.1,3337055,3337055.0,0.28510468062408323,True
1507977.3,Vibrio sp. J2-4,GCF_021728155.1,GCF_001243675.1,5454024,5658438.0,0.16748642836921876,False
1608993.3,Pseudomonas sp. DSM 28140,GCF_004342725.1,GCF_001042975.1,2716742,5004386.0,0.0037846803266559726,False
1566379.4,Bradyrhizobium sp. UASWS1016,GCF_001705105.1,GCF_000878315.1,7960052,1047671.0,0.00039472103951079714,False
1574623.5,Lyngbya confervoides BDU141951,GCF_000817775.3,GCA_000817775.1,4850174,8799693.0,0.028740824555985003,True
158627.6,Pseudomonas graminis strain PDD-13b-3,GCF_002093745.2,GCA_002093745.1,6020901,5686785.0,0.33785757314395304,True
158836.2106,Enterobacter hormaechei EC15999,GCF_027889355.1,GCA_027889355.1,4726309,4726309.0,0.4860065222142691,True
1590.777,Lactobacillus plantarum strain BFE 5092,GCF_900078525.1,,3285094,5206.0,0.001724760387373999,False
1590.645,Lactobacillus plantarum strain LZ95,GCF_001484005.1,GCA_001484005.1,3322458,48556.0,0.016762589624910233,True
1604.73,Lactobacillus amylovorus strain 30SC,GCF_000191545.1,GCA_000191545.1,2097766,12568.0,0.005991135331586078,True
1609546.8,endosymbiont DhMRE of Dentiscutata heterogama,GCF_002888635.2,GCA_002888635.1,713033,60375.0,0.09106310647613786,True
1609966.11,Confluentimicrobium sp. EMB200-NS6 strain EMBL200_NS6,GCF_001305615.1,GCA_001305615.1,4147426,184737.0,0.06317581073176472,True
1639.13267,Listeria monocytogenes N22-1530,GCF_041765095.1,GCA_028527525.1,2917322,2891669.0,0.4105549541668695,False
1640.308,Listeria seeligeri LS22,GCF_027864245.1,GCA_027864245.1,2875051,2875051.0,0.4381484015413987,True
1640.295,Listeria seeligeri LS38,GCF_027863995.1,GCA_027863995.1,2830028,2830028.0,0.4558682811618825,True
1640.292,Listeria seeligeri LS40,GCF_027863935.1,GCA_027863935.1,2864298,2864298.0,0.33583377148606747,True
1647413.7,Anabaena sp. WA102,GCF_001277295.1,GCA_001277295.1,5782034,76597.0,0.02490974629343238,True
1680.234,,GCF_027683605.1,,2109255,,0.4419456158691102,False
1680.2337,Bifidobacterium adolescentis AF51-06b1,GCF_027682745.1,GCA_027682745.1,2202449,2202449.0,0.4030794810685741,True
1680.2297,Bifidobacterium adolescentis AM04S-55,GCF_027663065.1,GCA_027663065.1,2255737,2255737.0,0.46348931635203927,True
1680.2291,Bifidobacterium adolescentis AM104-10,GCF_027659585.1,GCA_027659585.1,2149369,2149369.0,0.2839833458098633,True
1680.2317,Bifidobacterium adolescentis AM110-71,GCF_027674755.1,GCA_027674755.1,2251025,2251025.0,0.4529572083828478,True
1680.2352,Bifidobacterium adolescentis AM87-02CMCA,GCF_027699045.1,GCA_027699045.1,2171544,2171544.0,0.3337058793190467,True
1680.2331,Bifidobacterium adolescentis TM114-59,GCF_027680245.1,GCA_027680245.1,2109669,2109669.0,0.3057967861309049,True
1680.233,,GCF_027680115.1,,2330180,,0.45940141963281805,False
1681.1191,Bifidobacterium bifidum AM18-64,GCF_027671935.1,GCA_027671935.1,2203217,2203217.0,0.4016159098264038,True
1681.1189,Bifidobacterium bifidum AM42-10,GCF_027669765.1,GCA_027669765.1,2319381,2319381.0,0.32165823553784395,True
1681.1239,Bifidobacterium bifidum F11_hBSD2780061687b_210117,GCF_028202515.1,GCA_028202515.1,2170799,2170799.0,0.3501954810187401,True
1681.1205,Bifidobacterium bifidum OF26-14pH9A,GCF_027693395.1,GCA_027693395.1,2197287,2197287.0,0.23254358670487743,True
1681.1273,Bifidobacterium bifidum RTP21484st2_G9_RTP21484_190118,GCF_028368265.1,GCA_028368265.1,2159966,2159966.0,0.4687133964145732,True
1718.142,Corynebacterium glutamicum strain CP,GCF_001447865.2,GCA_001447865.2,3347344,4447.0,0.0013285159816260295,True
1747.1299,Cutibacterium acnes TM114-54,GCF_027680255.1,GCA_027680255.1,2477127,2477127.0,0.3241456735968725,True
1759312.3,Paenibacillus sp. ATY16,GCF_003399985.2,GCA_003399985.1,6788192,1238616.0,0.18379739406310253,True
1795630.4,Frondihabitans sp. PAMC 28766 strain SR6,GCF_001577365.1,GCA_001577365.1,4766863,212902.0,0.05342402330421495,True
1870930.12,Enterobacter cloacae complex sp. 35734,GCF_000807415.2,GCA_000807415.4,5276896,141402.0,0.030497474272754285,True
1856.4,Frankia sp. CpI1,GCF_000948395.1,,7624758,22437.0,0.003033801203920177,False
187410.23,Yersinia pestis KIM10+,GCF_000006645.1,GCA_000006645.1,4701745,100990.0,0.04972239030402542,True
1874630.4,Clavibacter michiganensis subsp. capsici strain PF008,GCF_001280205.1,GCA_001280205.1,3241713,145549.0,0.047368474630542556,True
1920424.7,Paenibacillus sp. FSL R5-0490,GCF_001956215.1,,4673934,6861391.0,0.003998344863235125,False
197.24272,Campylobacter jejuni FD472,GCF_027860695.1,GCA_027860695.1,1674326,1674326.0,0.4777988277073879,True
197.24269,Campylobacter jejuni FD546.2,GCF_027859735.1,GCA_027859735.1,1768359,1768359.0,0.48818989809195984,True
2026657.5,Leuconostoc mesenteroides subsp. jonggajibkimchii strain DRC1506,GCF_001886915.1,GCA_001886915.1,1983917,46169.0,0.026669966535898426,True
2057741.3,Bradyrhizobium sp. SK17 strain CBNU,GCF_002831585.1,GCA_002831585.1,8288568,285478.0,0.03780785776264368,True
2060307.4,Enterococcus sp. FDAARGOS_375,GCF_002393265.1,GCA_002393265.1,3549293,147615.0,0.04795433907541587,True
1001596.3,Leptospira interrogans serovar Djasiman str. LT1649,GCF_000216195.1,GCA_000216195.3,4679663,1407165.0,0.32916878843626135,True
1003239.3,Bacillus cereus C1L,GCF_002224345.1,GCA_002224345.1,6047547,715614.0,0.12648946754775117,True
1004786.12,Alteromonas mediterranea DE1 strain AltDE1,GCF_000310085.1,GCA_000310085.1,4947126,303282.0,0.06130468478061808,True
1004787.19,Alteromonas macleodii str. 'Balearic Sea AD45',GCF_000300175.1,GCA_000300175.1,4674885,45406.0,0.011194927789667554,True
1005090.6,Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),GCF_000225445.1,GCA_000225445.1,653223,7784.0,0.01191629810952768,True
1006007.8,Bacillus megaterium WSH-002,GCF_000225265.1,GCA_000225265.1,5075293,74613.0,0.025569164184215572,True
1009856.5,Buchnera aphidicola str. USDA (Myzus persicae),GCF_000521525.1,GCA_000521525.1,651306,7802.0,0.0119790083309535,True
1009857.5,Buchnera aphidicola str. W106 (Myzus persicae),GCF_000521545.1,GCA_000521545.1,651304,7802.0,0.011979045115644921,True
1009858.5,Buchnera aphidicola str. G002 (Myzus persicae),GCF_000521565.1,GCA_000521565.1,651316,7799.0,0.011974218351767806,True
1009859.5,Buchnera aphidicola str. F009 (Myzus persicae),GCF_000521585.1,GCA_000521585.1,651310,7800.0,0.011975864027882269,True
1034807.16,Flavobacterium branchiophilum FL-15,GCF_000253275.1,GCA_000253275.1,3563292,3408.0,0.0009564189519130063,True
1036672.2,,GCF_000219915.2,,4423879,,0.01308444466948576,False
104087.17,Pseudomonas frederiksbergensis strain ERDD5:01,GCF_001874645.1,GCA_001874645.1,6118567,371069.0,0.06903299416350267,True
1045776.6,Kutzneria buriramensis DSM 45791,GCF_043575855.1,,12011312,12397421.0,0.05621034571410684,False
1045858.9,Brachyspira intermedia PWS/A,GCF_000223215.1,GCA_000223215.1,3308048,3260.0,0.0009854754223638834,True
1052684.13,Paenibacillus polymyxa M1,GCF_000237325.1,GCA_000237325.1,6231122,366576.0,0.062098607602290565,True
1055530.6,Helicobacter pylori SNT49 strain Santal49,GCF_000224575.1,GCA_000224575.1,1610830,3253.0,0.002019455808496241,True
106649.8,Acinetobacter guillouiae strain KCTC 23200,GCF_000829655.1,GCA_000754005.1,4842783,3293553.0,0.14913821246997852,False
106654.43,Acinetobacter nosocomialis strain CAS04,GCF_001867335.1,GCA_001867335.1,3835469,2729370.0,0.4529704190022133,True
1076588.9,Thiolapillus brandeum strain Hiromi 1,GCF_000828615.1,GCA_000828615.1,3153637,13478.0,0.012786506500272542,True
1082931.15,Pelagibacterium halotolerans B2,GCF_000230555.1,GCA_000230555.1,3948887,4050.0,0.0014472432358788691,True
1091041.18,Bacillus amyloliquefaciens IT-45,GCF_000242855.2,GCA_000242855.2,3936866,8009.0,0.0020343593101721015,True
1091494.7,Methylomicrobium alcaliphilum 20Z,GCF_000968535.2,GCA_000968535.1,4796711,128415.0,0.02934740075022239,True
1094714.6,Fluoribacter dumoffii Tex-KL,GCF_000236145.1,GCA_000236145.1,3761887,126527.0,0.034283858074418506,True
1105110.4,Rickettsia australis str. Cutlack,GCF_000284155.1,GCA_000284155.1,1323280,26610.0,0.02010912278580497,True
1105111.4,Rickettsia amblyommatis str. GAT-30V,GCF_000284055.1,GCA_000284055.1,1480884,31974.0,0.028310792742713135,True
1105112.4,Rickettsia massiliae str. AZT80,GCF_000283855.1,GCA_000283855.1,1278719,15000.0,0.011730489654099141,True
1105113.4,Rickettsia rhipicephali str. 3-7-female6-CWPP,GCF_000284075.1,GCA_000284075.1,1305467,15099.0,0.011704623709369904,True
1121362.1,,GCF_000341345.1,,3222008,,0.03250426442144153,False
1122214.8,Martelella mediterranea DSM 17316 strain MACL11,GCF_002043005.1,GCA_002043005.1,5693067,593079.0,0.11742299888618911,True
1123863.21,Pantoea ananatis LMG 5342,GCF_000283875.1,GCA_000283875.1,4908144,302599.0,0.06354744278081491,True
1125847.5,Rhizobium sp. NT-26,GCF_000967425.1,GCA_000967425.1,4577425,322264.0,0.07244291277301103,True
1132507.14,Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,GCF_000245535.1,GCA_000245535.1,4949783,181431.0,0.037416185719656804,True
1134687.27,Klebsiella michiganensis strain M1,GCF_000724525.1,GCA_000724525.1,6311385,204468.0,0.04415512601433758,True
1137651.13,Xanthomonas citri subsp. citri Aw12879,GCF_000349225.1,GCA_000349225.1,5398685,58317.0,0.021857359708892073,True
1147754.6,Salmonella enterica subsp. enterica serovar Enteritidis str. LA5,GCF_000313715.1,GCA_000313715.2,4687212,59374.0,0.013245613810512518,True
1155096.15,Borrelia crocidurae str. Achema,GCF_000259345.1,GCA_000259345.1,1528893,173158.0,0.1033224692637091,True
1156800.11,Aeromonas dhakensis AAK1,GCF_000315195.1,GCA_000315195.1,4767693,4161.0,0.0008727491472290687,True
1160717.5,Salmonella enterica subsp. enterica serovar Heidelberg str. B182,GCF_000258365.1,GCA_000258365.1,4788046,37581.0,0.007918679143851167,True
1163419.3,Hyphomicrobium sp. 99,GCF_000384335.2,GCA_000384335.2,4108307,4382355.0,0.03694684939562696,True
1163745.8,Helicobacter cetorum MIT 99-5656,GCF_000259275.1,GCA_000259275.1,1847790,14124.0,0.029418927475524815,True
1166018.7,Fibrella aestuarina BUZ 2,GCF_000331105.1,GCA_000331105.1,6937263,161819.0,0.02358840943467186,True
1167006.13,Desulfocapsa sulfexigens DSM 10523,GCF_000341395.1,GCA_000341395.1,4023512,36751.0,0.009525509057758496,True
1172562.6,Helicobacter cinaedi PAGU611,GCF_000284635.1,GCA_000284635.1,2101402,23054.0,0.01234128453289756,True
1185876.7,Fibrisoma limi BUZ 3 strain type strain:BUZ 3,GCF_000296815.2,GCA_000296815.2,7626970,151932.0,0.02000991219317763,True
1192034.3,Chondromyces apiculatus DSM 436,GCF_000601485.1,GCA_000601485.1,11577721,9442154.0,0.015893110569860855,True
1192759.4,Sphingobium xenophagum QYY,GCF_000277525.1,,4221110,5683.0,0.0018241647339206986,False
1194424.9,Zymomonas mobilis subsp. mobilis NRRL B-12526,GCF_000576125.1,GCA_000576125.1,2178998,37061.0,0.01774301766224659,True
1198232.7,Cycloclasticus zancles 78-ME,GCF_000442595.1,GCA_000442595.1,2655425,42347.0,0.015947353060244595,True
1200793.8,Streptococcus salivarius K12,GCF_000286295.1,GCA_000286295.1,2426359,185045.0,0.08081491650658455,True
1208583.5,Commensalibacter sp. MX01,GCF_000527695.1,GCA_000527695.1,2332652,15425.0,0.007055060077542643,True
1212491.4,Legionella fallonii LLAP-10,GCF_000953135.1,GCA_000953135.1,4434890,238761.0,0.05931015199926041,True
1215088.5,Pseudomonas putida HB3267 strain PC9,GCF_000325725.1,GCA_000325725.1,5956110,80360.0,0.014760304964146062,True
1218591.3,Leptospira vanthielii serovar Holland str. Waz Holland = ATCC 700522,GCF_000332455.1,GCA_000332455.2,4232327,1779701.0,0.4221299535692776,True
1218598.3,Leptospira weilii serovar Ranarum str. ICFT,GCF_000332415.1,GCA_000332415.2,4026722,1099572.0,0.2802401059720537,True
1255307.5,Erwinia amylovora CFBP 1232 strain type strain: CFBP 1232,GCF_000367625.1,GCA_000367625.2,3795525,28250.0,0.007442975609434795,True
1224163.4,Corynebacterium maris DSM 45190,GCF_000442645.1,GCA_000442645.1,2833547,45973.0,0.016759912576004562,True
1229758.7,Leuconostoc carnosum JB16,GCF_000300135.1,GCA_000300135.1,1773468,40165.0,0.023922619410104946,True
1230338.4,Moraxella macacae 0408225,GCF_000320365.1,GCA_000320365.1,2084664,5375.0,0.0025783531542733027,True
1238.195,Piscirickettsia salmonis strain PM15972A1,GCF_000756435.2,GCA_000756435.3,3245670,82130.0,0.058064128515838025,True
1238.199,Piscirickettsia salmonis strain PM32597B1,GCF_000756415.2,GCA_000756415.3,3509678,181035.0,0.21907536816767806,True
1247726.11,Advenella mimigardefordensis DPN7,GCF_000521505.1,GCA_000521505.1,4764126,23610.0,0.005373493480231212,True
1248417.4,Clostridium botulinum Af84,GCF_000439815.2,GCA_000439815.2,4086083,246124.0,0.06807522020477802,True
