genome_id,name,refseq_acc,bv_assembly_accession,subject_length,bv_len,sim,same_assembly,bv_genome_status,category
470.4446,Acinetobacter baumannii strain CS01,GCF_000820665.1,GCA_000820665.1,3916249,64165.0,0.0310976140689726,True,Plasmid,plasmid (retrieval convention)
470.446,,GCF_900117985.2,,3942149,,0.0176497641261149,False,,no current BV-BRC record
470.4352,Acinetobacter baumannii strain IOMTU 433 strain IOMTU433,GCF_000828935.1,GCA_000828935.1,4190324,189354.0,0.0461014470480087,True,Plasmid,plasmid (retrieval convention)
470.4384,Acinetobacter baumannii strain YU-R612,GCF_001543995.1,GCA_001543995.1,4155251,74241.0,0.0193458830766179,True,Plasmid,plasmid (retrieval convention)
472759.18,Nitrosococcus halophilus Nc 4,GCF_000024725.1,GCA_000024725.1,4145260,65833.0,0.0176497976001505,True,Plasmid,plasmid (retrieval convention)
477697.4,Streptomyces sp. T12,GCF_007828695.1,GCA_028736035.1,7803850,11483874.0,0.4544440244238421,False,Complete,valid genome - discrepancy surfaced by CDGC
492670.1727,Bacillus velezensis AM60-1H10A,GCF_027668475.1,GCA_027668475.1,3910462,3910462.0,0.2089054950540371,True,WGS,valid genome - discrepancy surfaced by CDGC
492670.245,Bacillus velezensis strain B25,GCF_001536925.1,GCA_001536925.1,3862757,8138.0,0.0021067853867069,True,Plasmid,plasmid (retrieval convention)
498213.21,Clostridium botulinum B1 str. Okra,GCF_000019305.1,GCA_000019305.1,4107013,148780.0,0.0364152730950693,True,Plasmid,plasmid (retrieval convention)
498739.17,Borreliella burgdorferi CA-11.2A,GCF_000172315.2,,1294354,54623.0,0.0552059173919963,False,Plasmid,plasmid (retrieval convention)
515621.12,Clostridium botulinum Ba4 str. 657,GCF_000020345.1,GCA_000020345.1,4257769,270022.0,0.0650939494368999,True,Plasmid,plasmid (retrieval convention)
523796.33,Staphylococcus aureus subsp. aureus ST398 strain S0385 strain type strain:ST398,GCF_000009585.1,GCA_000009585.1,2885367,5246.0,0.0029039633433112,True,Plasmid,plasmid (retrieval convention)
526949.1,,GCF_000172715.2,,6665454,,0.1869084986559055,False,,no current BV-BRC record
537973.18,Lactobacillus paracasei subsp. paracasei 8700:2 strain 362.5013889,GCF_000155515.2,GCA_000155515.2,3025352,62119.0,0.0273687161031179,True,Plasmid,plasmid (retrieval convention)
541229.16,Bacillus thuringiensis serovar chinensis CT-43,GCF_000193355.1,GCA_000193355.1,6151150,281231.0,0.0577526153646066,True,Plasmid,plasmid (retrieval convention)
547163.3,Mycobacterium vulneris strain DSM 45247,GCF_002104765.1,GCA_000612885.1,6266718,6981439.0,0.2470841994166643,False,WGS,valid genome - discrepancy surfaced by CDGC
548473.9,Staphylococcus aureus subsp. aureus TCH60 strain MRSA_TCH60,GCF_000159535.2,GCA_000159535.2,2827166,24491.0,0.0089587947789411,True,Plasmid,plasmid (retrieval convention)
548476.11,Corynebacterium aurimucosum ATCC 700975 strain DSM 44827 strain DSM 44827; ATCC 700975,GCF_000022905.1,GCA_000022905.1,2819226,29037.0,0.0116223388972718,True,Plasmid,plasmid (retrieval convention)
551115.19,'Nostoc azollae' 0708,GCF_000196515.1,GCA_000196515.1,5486145,109570.0,0.0208900785524261,True,Plasmid,plasmid (retrieval convention)
553198.3,Propionibacterium acidifaciens F0233,GCF_000478805.1,GCA_000478805.1,3017605,2064725.0,0.0017629875348165,True,WGS,valid genome - discrepancy surfaced by CDGC
557760.27,Rhodobacter sphaeroides KD131 strain KD131; KCTC 12085,GCF_000021005.1,GCA_000021005.1,4711139,157345.0,0.03450503158578,True,Plasmid,plasmid (retrieval convention)
558173.7,Corynebacterium doosanense CAU 212 = DSM 45436 strain CAU 212(T),GCF_000767055.1,GCA_000767055.1,2698995,27197.0,0.0141337794253046,True,Plasmid,plasmid (retrieval convention)
561007.4,,GCF_001942505.1,,5098655,,0.004598467635092,False,,no current BV-BRC record
562.7694,Escherichia coli strain 103151,GCF_001284685.1,GCA_001284685.2,4933487,1326714.0,0.2754820272152333,True,WGS,valid genome - discrepancy surfaced by CDGC
562.7667,Escherichia coli strain 200696,GCF_001284145.1,GCA_001284145.2,5154882,1517035.0,0.2992035511191139,True,WGS,valid genome - discrepancy surfaced by CDGC
562.7622,Escherichia coli strain 300073,GCF_001283245.1,GCA_001283245.2,5144739,567150.0,0.1124581830098669,True,Complete,valid genome - discrepancy surfaced by CDGC
562.7641,Escherichia coli strain 401686,GCF_001283625.1,GCA_001283625.2,4745741,951382.0,0.2059891174002121,True,WGS,valid genome - discrepancy surfaced by CDGC
562.7692,Escherichia coli strain 401907,GCF_001284645.1,GCA_001284645.2,5165874,391326.0,0.0786916212048532,True,Complete,valid genome - discrepancy surfaced by CDGC
562.7773,Escherichia coli strain 402605,GCF_001286265.1,GCA_001286265.2,5213724,957497.0,0.1882274550781744,True,WGS,valid genome - discrepancy surfaced by CDGC
562.7627,Escherichia coli strain 402696,GCF_001283345.1,GCA_001283345.2,4842913,1299606.0,0.2709658422523799,True,WGS,valid genome - discrepancy surfaced by CDGC
562.7654,Escherichia coli strain 402798,GCF_001283905.1,GCA_001283905.2,5303898,2442032.0,0.4695580495703348,True,WGS,valid genome - discrepancy surfaced by CDGC
562.762,,GCF_001283205.1,,5464298,,0.1340668096798527,False,,no current BV-BRC record
562.7708,Escherichia coli strain 702797,GCF_001284965.1,GCA_001284965.2,5143379,1811385.0,0.3573543773460987,True,WGS,valid genome - discrepancy surfaced by CDGC
562.7729,Escherichia coli strain 702971,GCF_001285385.1,GCA_001285385.2,5198954,1733545.0,0.3407827805362386,True,WGS,valid genome - discrepancy surfaced by CDGC
562.7756,Escherichia coli strain 703128,GCF_001285925.1,GCA_001285925.2,5192306,604556.0,0.1213150765767657,True,WGS,valid genome - discrepancy surfaced by CDGC
562.7736,Escherichia coli strain 703273,GCF_001285545.1,GCA_001285545.2,4896922,455856.0,0.0962815009101635,True,Complete,valid genome - discrepancy surfaced by CDGC
562.24607,Escherichia coli strain KSC1031,GCF_002163935.1,GCA_002163935.1,4855538,148529.0,0.0322407115339227,True,Plasmid,plasmid (retrieval convention)
562.24606,Escherichia coli strain KSC207,GCF_002163955.1,GCA_002163955.1,4984497,277790.0,0.0570731610431303,True,Plasmid,plasmid (retrieval convention)
562.42146,Escherichia coli strain M8,GCF_001637885.1,,5223409,5284951.0,0.4816875339457431,False,WGS,valid genome - discrepancy surfaced by CDGC
562.11102,,GCF_032029395.1,,5282930,,0.4909357118114379,False,,no current BV-BRC record
208439.7,Amycolatopsis japonica strain MG417-CF17 strain DSM 44213,GCF_000732925.1,GCA_000732925.1,9053857,92539.0,0.0102270225827511,True,Plasmid,plasmid (retrieval convention)
2135430.5,Streptomyces sp. P3,GCF_003032475.1,GCA_016893485.1,9851971,9992787.0,0.3828786138327041,False,WGS,valid genome - discrepancy surfaced by CDGC
215803.3,Enhygromyxa salina strain DSM 15201,GCF_000737335.2,GCA_000737335.1,10435313,10977714.0,0.0057233549199722,True,WGS,valid genome - discrepancy surfaced by CDGC
2171625.4,Sphingomonas sp. TPD3009,GCF_003075195.1,GCA_003074955.1,3994225,5169670.0,0.0147585576676326,False,WGS,valid genome - discrepancy surfaced by CDGC
224915.13,Buchnera aphidicola str. Bp (Baizongia pistaciae) strain Bp (Baizongia pistaciae) strain Bp (Baizongia pistaciae) strain Bp (Baizongia pistaciae),GCF_000007725.1,GCA_000007725.1,618379,2399.0,0.0038794978484068,True,Plasmid,plasmid (retrieval convention)
225325.5,Nesterenkonia halotolerans JCM 13018,GCF_042679385.1,,2957945,30689.0,0.0006132636002359,False,WGS,valid genome - discrepancy surfaced by CDGC
2259621.3,Pseudomonas sp. FW305-3-2-15-E-TSA4,GCF_002901465.1,GCA_014156655.1,6221062,3224307.0,0.0034442672328293,False,WGS,valid genome - discrepancy surfaced by CDGC
2561928.3,Klebsiella sp. Z2,GCF_004803565.2,GCA_004803565.1,5582894,4875201.0,0.3929985057928737,True,WGS,valid genome - discrepancy surfaced by CDGC
2562794.3,Myxococcus sp. AB025B,GCF_006518215.1,GCA_006518205.1,10601221,9110392.0,0.4037617930991156,False,WGS,valid genome - discrepancy surfaced by CDGC
2562797.3,Myxococcus sp. AB022,GCF_006547345.1,GCA_006518215.1,9062526,10601221.0,0.4651080725175299,False,WGS,valid genome - discrepancy surfaced by CDGC
2563444.3,Pedobacter sp. P-25,GCF_005925325.2,GCA_005925325.1,4976191,4618610.0,0.4454149770376579,True,WGS,valid genome - discrepancy surfaced by CDGC
261594.69,Bacillus anthracis str. 'Ames Ancestor' strain Ames Ancestor; A2084,GCF_000008445.1,GCA_000008445.1,5503926,181677.0,0.0333903471812666,True,Plasmid,plasmid (retrieval convention)
262320.5,Flavobacterium frigidimaris strain DSM 15937,GCF_002217275.1,GCF_900129595.1,5422185,5739183.0,0.4876559910810863,False,WGS,valid genome - discrepancy surfaced by CDGC
263358.13,Verrucosispora maris AB-18-032,GCF_000204155.1,GCA_000204155.1,6732271,58295.0,0.0086655751083104,True,Plasmid,plasmid (retrieval convention)
264730.31,Pseudomonas savastanoi pv. phaseolicola 1448A strain 1448A; BAA-978,GCF_000012205.1,GCA_000012205.1,6112448,131950.0,0.0491920749264451,True,Plasmid,plasmid (retrieval convention)
2702.528,Gardnerella vaginalis UMB0388,GCF_002871555.2,GCA_002871555.1,1628741,1980920.0,0.0131236335304385,True,WGS,valid genome - discrepancy surfaced by CDGC
272559.47,Bacteroides fragilis NCTC 9343,GCF_900445515.1,GCA_900227845.1,5315005,4438570.0,0.0097347039184346,False,WGS,valid genome - discrepancy surfaced by CDGC
272568.39,Gluconacetobacter diazotrophicus PA1 5 strain PAl 5 strain PAl 5; ATCC 49037,GCF_000021325.1,GCA_000021325.1,3914947,27455.0,0.0105641276880632,True,Plasmid,plasmid (retrieval convention)
272620.58,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 strain ATCC 700721; MGH 78578,GCF_000016305.1,GCA_000016305.1,5694894,175879.0,0.0452905708165946,True,Plasmid,plasmid (retrieval convention)
272942.34,Rhodobacter capsulatus SB 1003,GCF_000021865.1,GCA_000021865.1,3871920,132962.0,0.03671563462055,True,Plasmid,plasmid (retrieval convention)
2795026.3,Hymenobacter sp. BT442,GCF_017571495.1,GCA_016056375.1,7101020,5143362.0,0.3696923822211457,False,WGS,valid genome - discrepancy surfaced by CDGC
279808.28,Staphylococcus haemolyticus JCSC1435,GCF_000009865.1,GCA_000009865.1,2697861,8180.0,0.003032031672499,True,Plasmid,plasmid (retrieval convention)
2801334.3,Chryseobacterium sp. RG1,GCF_016735585.2,GCA_016735585.2,4430189,5327821.0,0.0006308985914596,True,WGS,valid genome - discrepancy surfaced by CDGC
2801338.3,Lysobacter sp. MMG2,GCF_016735495.2,GCA_016735495.2,4167003,3413045.0,0.0066726613827731,True,WGS,valid genome - discrepancy surfaced by CDGC
28025.299,Bifidobacterium animalis 1001216st1_A3_BSD2780061688_150302,GCF_028204175.1,GCA_028204175.1,1928607,1928607.0,0.3672500410918347,True,WGS,valid genome - discrepancy surfaced by CDGC
28025.267,Bifidobacterium animalis AM104-33,GCF_027659385.1,GCA_027659385.1,1918612,1918612.0,0.4817295002845807,True,WGS,valid genome - discrepancy surfaced by CDGC
28025.276,Bifidobacterium animalis TF09-6A,GCF_027690475.1,GCA_027690475.1,1917498,1917498.0,0.4682904493251101,True,WGS,valid genome - discrepancy surfaced by CDGC
28026.1514,Bifidobacterium pseudocatenulatum AM90-01A,GCF_027698785.1,GCA_027698785.1,2335153,2335153.0,0.446638828376556,True,WGS,valid genome - discrepancy surfaced by CDGC
28026.1504,Bifidobacterium pseudocatenulatum OF32-3pH5A,GCF_027692815.1,GCA_027692815.1,2232434,2232434.0,0.453924281748083,True,WGS,valid genome - discrepancy surfaced by CDGC
28026.1519,Bifidobacterium pseudocatenulatum RTP21311st1_C8_RTP21311_201001,GCF_028310275.1,GCA_028310275.1,2304461,2304461.0,0.3332766317156159,True,WGS,valid genome - discrepancy surfaced by CDGC
2809027.3,Bifidobacterium sp. MA1,GCF_018555435.2,GCA_018555435.2,3348570,2983671.0,0.301978157840511,True,WGS,valid genome - discrepancy surfaced by CDGC
28110.22,Francisella philomiragia strain O#319-036 [FSC 153] strain O#319-036 [FSC 153] strain O#319-036 [FSC 153],GCF_000833295.1,GCA_000833295.1,1924061,4876.0,0.0025342231873105,True,Plasmid,plasmid (retrieval convention)
2811430.3,Telluribacter sp. SYSU D00476,GCF_017355915.2,GCA_017355915.2,6308328,5009727.0,0.0002639368149531,True,WGS,valid genome - discrepancy surfaced by CDGC
28125.3,Prevotella bivia strain GED7760C,GCF_001546565.2,GCF_001546565.1,2459295,2103587.0,0.0007929101632785,True,WGS,valid genome - discrepancy surfaced by CDGC
28144.72,Salmonella enterica subsp. enterica serovar Derby strain SA20035215,GCF_002234755.2,GCA_002234755.1,5086889,236555.0,0.0466558244144898,True,Plasmid,plasmid (retrieval convention)
282420.3,Planktothrix agardhii CCAP 1459/11A strain NIES-905,GCF_005402765.1,GCA_005402765.2,5512454,943974.0,0.1870598829486831,True,WGS,valid genome - discrepancy surfaced by CDGC
283699.14,Pseudoalteromonas sp. Bsw20308 strain BSW20308,GCF_000310105.2,GCA_000310105.2,4830226,906103.0,0.2113847260977022,True,Plasmid,plasmid (retrieval convention)
284032.4,Streptomyces heliomycini JCM 9767,GCF_042431345.1,,8264776,4175730.0,0.4555356370214994,False,WGS,valid genome - discrepancy surfaced by CDGC
28450.2594,Burkholderia pseudomallei 18MB023849,GCF_027856855.2,GCA_027856855.2,7053004,7045778.0,0.4547049739373464,True,WGS,valid genome - discrepancy surfaced by CDGC
28450.2571,Burkholderia pseudomallei 22MB088990,GCF_027856395.2,GCA_027856395.2,7075620,7068825.0,0.454800286052671,True,WGS,valid genome - discrepancy surfaced by CDGC
287.28408,Pseudomonas aeruginosa PaLo19,GCF_027856035.1,GCA_027856035.1,7175170,7175170.0,0.0459887361553802,True,WGS,valid genome - discrepancy surfaced by CDGC
28901.18805,Salmonella enterica G1554,GCF_028493025.1,GCA_028493025.1,5034267,5034267.0,0.4668925982670367,True,WGS,valid genome - discrepancy surfaced by CDGC
28901.1879,Salmonella enterica strain BCW_6289,GCF_028492745.1,GCA_002044145.1,4748022,4997962.0,0.4456443125158223,False,WGS,valid genome - discrepancy surfaced by CDGC
28901.18747,Salmonella enterica SF015,GCF_028485815.1,GCA_028485815.1,4990041,4990041.0,0.4643118162756579,True,WGS,valid genome - discrepancy surfaced by CDGC
28901.18783,Salmonella enterica SF035,GCF_028492405.1,GCA_028492405.1,4889254,4889254.0,0.4628137544091593,True,WGS,valid genome - discrepancy surfaced by CDGC
28901.18784,Salmonella enterica SF108,GCF_028492245.1,GCA_028492245.1,4978244,4978244.0,0.4666207602520085,True,WGS,valid genome - discrepancy surfaced by CDGC
28901.18761,Salmonella enterica SF184,GCF_028491465.1,GCA_028491465.1,4857075,4857075.0,0.4532995681557316,True,WGS,valid genome - discrepancy surfaced by CDGC
290339.26,Cronobacter sakazakii ATCC BAA-894,GCF_000017665.1,GCA_000017665.1,4530777,131196.0,0.0292786424933295,True,Plasmid,plasmid (retrieval convention)
293387.346,Bacillus altitudinis C10-4,GCF_028462265.1,GCA_028462265.1,3679170,3679170.0,0.4614138514936793,True,WGS,valid genome - discrepancy surfaced by CDGC
29339.59,Bacillus thuringiensis serovar kurstaki strain HD 1 strain HD 1i,GCF_000835235.1,GCA_000835235.1,6859474,412022.0,0.1040821788959328,True,Plasmid,plasmid (retrieval convention)
2936269.4,Pseudomonas sp. BGr12,GCF_030272895.2,,6912209,5631372.0,0.2877013701408623,False,WGS,valid genome - discrepancy surfaced by CDGC
2936270.4,Pseudomonas sp. BJa5,GCF_030272875.2,,5630729,6912209.0,0.3522980772116719,False,WGS,valid genome - discrepancy surfaced by CDGC
29383.5,Staphylococcus equorum subsp. equorum strain NCTC 12414,GCF_003970515.1,GCA_003968885.1,2711458,2350071.0,0.1640276190890657,False,WGS,valid genome - discrepancy surfaced by CDGC
29385.464,Staphylococcus saprophyticus 7_sapro,GCF_027853655.1,GCA_027853655.1,2730928,2730928.0,0.4667464685996847,True,WGS,valid genome - discrepancy surfaced by CDGC
2949854.3,Providencia sp. PROV144,GCF_028481425.1,GCA_028481425.1,4322432,4322432.0,0.4020160409695282,True,WGS,valid genome - discrepancy surfaced by CDGC
2950111.4,Streptomyces sp. Isolate_45,GCF_024721315.2,,9065211,8890649.0,0.21320441410575,False,WGS,valid genome - discrepancy surfaced by CDGC
29519.164,Borreliella garinii CIP 103362,GCF_001922545.1,,1156110,57532.0,0.0497634308154068,False,Plasmid,plasmid (retrieval convention)
297245.19,Legionella pneumophila str. Lens,GCF_000048665.1,GCA_000048665.1,3405519,59832.0,0.0212977816303476,True,Plasmid,plasmid (retrieval convention)
297246.23,Legionella pneumophila str. Paris,GCF_000048645.1,GCA_000048645.1,3635495,131885.0,0.0386786393599771,True,Plasmid,plasmid (retrieval convention)
2972786.5,Commensalibacter sp. LMG 31819 R-79671,GCF_947179065.1,GCA_947179065.1,2528666,2528666.0,0.4880474526884926,True,WGS,valid genome - discrepancy surfaced by CDGC
298386.28,Photobacterium profundum SS9,GCF_000196255.1,GCA_000196255.1,6403280,80033.0,0.0139962644144875,True,Plasmid,plasmid (retrieval convention)
2986997.5,Romboutsia sp. 1001216sp1 BSD2780061687st1_C1_BSD2780061687b_171204,GCF_028326315.1,GCA_028326315.1,3044673,3044673.0,0.4221372869927247,True,WGS,valid genome - discrepancy surfaced by CDGC
2987525.3,Paucibacter sp. hw1,GCF_028595345.1,GCA_028595305.1,5471347,4372104.0,0.1947275506378959,False,WGS,valid genome - discrepancy surfaced by CDGC
2987526.3,Paucibacter sp. hw8,GCF_028595305.1,GCA_028595345.1,4372104,5471347.0,0.2420008764658846,False,WGS,valid genome - discrepancy surfaced by CDGC
299766.79,Enterobacter hormaechei subsp. steigerwaltii strain 34977,GCF_000814125.3,GCA_000814125.3,5209251,263138.0,0.0539160044313472,True,Plasmid,plasmid (retrieval convention)
299766.77,Enterobacter hormaechei subsp. steigerwaltii strain 34998,GCF_000807425.2,GCA_000807425.4,5303516,239973.0,0.0490133337959195,True,Plasmid,plasmid (retrieval convention)
3002440.3,Flavobacterium sp. SUN046,GCF_028867965.2,GCA_028867965.2,4125584,3373788.0,0.1628806976175979,True,WGS,valid genome - discrepancy surfaced by CDGC
3002441.3,Flavobacterium sp. SUN052,GCF_028867935.2,GCA_028867935.2,3374313,8106526.0,0.0013694639471797,True,WGS,valid genome - discrepancy surfaced by CDGC
300876.118,Vibrio europaeus 2967,GCF_028446885.1,GCA_028446885.1,5538311,5538311.0,0.4498842697710547,True,WGS,valid genome - discrepancy surfaced by CDGC
300876.115,Vibrio europaeus 2971,GCF_028446805.1,GCA_028446805.1,5482013,5482013.0,0.4623292575190901,True,WGS,valid genome - discrepancy surfaced by CDGC
301105.6,Enterobacter hormaechei subsp. hormaechei strain 34983,GCF_000814205.1,GCA_000814205.1,5063734,328905.0,0.0694918018995468,True,Plasmid,plasmid (retrieval convention)
306263.16,Campylobacter lari RM2100 strain RM2100; ATCC BAA-1060D,GCF_000019205.1,GCA_000019205.1,1571661,46201.0,0.0295540832278716,True,Plasmid,plasmid (retrieval convention)
309801.17,Thermomicrobium roseum DSM 5159,GCF_000021685.1,GCA_000021685.1,2920744,917738.0,0.3181097008159564,True,Plasmid,plasmid (retrieval convention)
309807.35,Salinibacter ruber DSM 13855 strain DSM 13855; M31,GCF_000013045.1,GCA_000013045.1,3587328,35505.0,0.010278959715978,True,Plasmid,plasmid (retrieval convention)
310355.4,Catellatospora bangladeshensis JCM 12949,GCF_042666735.1,,8986923,6838199.0,0.0747747588356993,False,WGS,valid genome - discrepancy surfaced by CDGC
316.73,,GCF_021713635.1,,3939517,,0.4497350817371774,False,,no current BV-BRC record
319795.25,Deinococcus geothermalis DSM 11300,GCF_000196275.1,GCA_000196275.1,3247018,574127.0,0.193875118647325,True,Plasmid,plasmid (retrieval convention)
323097.2,,GCF_000013885.1,,5011522,,0.0819944519848461,False,,no current BV-BRC record
323261.19,Nitrosococcus oceani ATCC 19707 strain ATCC 19707; JCM30415 (Type strain),GCF_000012805.1,GCA_000012805.1,3522111,40420.0,0.0129578539688272,True,Plasmid,plasmid (retrieval convention)
329726.53,Acaryochloris marina MBIC11017,GCF_000018105.1,GCA_000018105.1,8361599,374161.0,0.0789994832328122,True,Plasmid,plasmid (retrieval convention)
33007.8,Actinomyces neuii strain UMB0125,GCF_002860645.2,GCA_002860645.1,2256214,2390431.0,0.4776975942884851,True,,flagged (missing status)
33028.1,,GCF_003968885.1,,2350071,,0.3608980324424241,False,,no current BV-BRC record
331104.1,,GCF_000022605.2,,640935,,0.0063735012130715,False,,no current BV-BRC record
331272.37,Burkholderia cenocepacia HI2424 strain B1,GCF_000203955.1,GCA_000203955.1,7702840,164857.0,0.0246433782864501,True,Plasmid,plasmid (retrieval convention)
335284.24,Psychrobacter cryohalolentis K5,GCF_000013905.1,GCA_000013905.1,3101097,41221.0,0.0144616566331204,True,Plasmid,plasmid (retrieval convention)
338969.25,Rhodoferax ferrireducens T118 strain DSM 15236,GCF_000013605.1,GCA_000013605.1,4969784,257447.0,0.0518088914930709,True,Plasmid,plasmid (retrieval convention)
33959.703,Lactobacillus johnsonii AF51-9b6A,GCF_027682595.1,GCA_027682595.1,1934138,1934138.0,0.4738643261235755,True,WGS,valid genome - discrepancy surfaced by CDGC
340189.9,Salmonella enterica subsp. enterica serovar Manhattan strain SA20084699,GCF_002234795.1,GCA_002234795.1,4802602,38945.0,0.0145875090211514,True,Plasmid,plasmid (retrieval convention)
344609.28,Shigella boydii CDC 3083-94 strain BS512; CDC 3083-94,GCF_000020185.1,GCA_000020185.1,4874659,210919.0,0.1460085720867859,True,Plasmid,plasmid (retrieval convention)
347255.7,Rickettsia africae ESF-5,GCF_000023005.1,GCA_000023005.1,1290917,12377.0,0.0097488839328942,True,Plasmid,plasmid (retrieval convention)
347495.12,Bacillus cereus F837/76,GCF_000239195.1,GCA_000239195.1,5288498,55304.0,0.0109730588912012,True,Plasmid,plasmid (retrieval convention)
347834.68,Rhizobium etli CFN 42,GCF_000092045.1,GCA_000092045.1,6530228,642517.0,0.1041435306699858,True,Plasmid,plasmid (retrieval convention)
349747.19,Yersinia pseudotuberculosis IP 31758,GCF_000016945.1,GCA_000016945.1,4935125,153140.0,0.0310545325599655,True,Plasmid,plasmid (retrieval convention)
351671.7,Xenorhabdus doucetiae strain FRM16,GCF_000968195.1,GCA_000968195.1,4203651,8449.0,0.0020853301094691,True,Plasmid,plasmid (retrieval convention)
352858.3,Bacillus sp. Y1,GCF_014489805.1,GCA_003586445.1,4171111,5028825.0,0.0164819397038343,False,Complete,valid genome - discrepancy surfaced by CDGC
353218.3,Pseudomonas sp. s4 strain S4,GCF_046764235.1,GCA_034652295.1,6327691,4406530.0,0.2182974800760656,False,WGS,valid genome - discrepancy surfaced by CDGC
35806.25,Rhodovulum sulfidophilum strain SNK001,GCF_001633145.1,GCA_001633145.1,4196493,113522.0,0.0271236005874428,True,Plasmid,plasmid (retrieval convention)
361277.14,Terribacillus saccharophilus strain DSM 21619,GCF_900110015.1,GCA_002335735.1,3632506,4703180.0,0.005543280589213,False,WGS,valid genome - discrepancy surfaced by CDGC
363253.14,Lawsonia intracellularis PHE/MN1-00,GCF_000055945.1,GCA_000055945.1,1719014,194553.0,0.1131770887264443,True,Plasmid,plasmid (retrieval convention)
363867.3,Aeromicrobium ginsengisoli strain JCM 14732,GCF_004134905.2,GCA_004134905.2,4005926,3919691.0,0.4048796707677575,True,WGS,valid genome - discrepancy surfaced by CDGC
365346.4,Paenisporosarcina quisquiliarum strain SK 55,GCF_027563315.1,GCA_900109875.1,3140025,4033490.0,0.0694207848663625,False,WGS,valid genome - discrepancy surfaced by CDGC
366649.1,,GCF_002309515.1,,5279077,,0.0129426034134376,False,,no current BV-BRC record
367190.12,Yersinia similis strain 228 strain Y_sim_228,GCF_000582515.1,GCA_000582515.1,4964409,60687.0,0.0151772345912675,True,Plasmid,plasmid (retrieval convention)
1392.441,Bacillus anthracis strain Canadian_bison strain Canadian Bison,GCF_000833125.1,GCA_000833125.1,5505775,181741.0,0.0333905762585648,True,Plasmid,plasmid (retrieval convention)
1392488.5,Leeuwenhoekiella sp. Hel_I_48,GCF_000733945.1,GCA_000687915.1,4140757,4281274.0,0.0727217269692474,False,WGS,valid genome - discrepancy surfaced by CDGC
1392489.4,Leeuwenhoekiella sp. MAR_2009_132,GCF_000687915.1,GCA_000733945.1,4281274,4140757.0,0.0720425742430874,False,WGS,valid genome - discrepancy surfaced by CDGC
1393051.3,Pedobacter ureilyticus strain THG-T11,GCF_005925345.2,GCA_005925345.1,4618610,4976191.0,0.4809964469829667,True,WGS,valid genome - discrepancy surfaced by CDGC
1396.1856,Bacillus cereus strain 3a,GCF_000832765.1,GCA_000832765.1,5642300,312478.0,0.0624424436843131,True,Plasmid,plasmid (retrieval convention)
1408204.5,Candidatus Endomicrobium trichonymphae strain Rs-D1,GCF_002355835.1,GCA_002355835.1,1130840,5518.0,0.007960454175657,True,Plasmid,plasmid (retrieval convention)
1415164.3,Staphylococcus cohnii hu-01,GCF_000513495.2,GCA_000513495.2,2735503,5697903.0,0.0135159785969892,True,WGS,valid genome - discrepancy surfaced by CDGC
1415784.37,Bacillus toyonensis BCT-7112 strain BCT-7112T,GCF_000496285.1,GCA_000496285.1,5025419,76974.0,0.0155823822849398,True,Plasmid,plasmid (retrieval convention)
1423.482,Bacillus subtilis strain 29R7-12,GCF_001902555.1,GCA_001902555.1,4204050,64604.0,0.0153670864999226,True,Plasmid,plasmid (retrieval convention)
1423.2796,Bacillus subtilis A29,GCF_004294535.1,GCA_030297825.1,4059431,12392741.0,0.0012521459288259,False,WGS,valid genome - discrepancy surfaced by CDGC
1427372.3,Mycobacterium microti OV254,GCF_904810325.1,GCA_002865895.1,4369915,5740218.0,0.353345774460144,False,,flagged (missing status)
1428.836,Bacillus thuringiensis strain YGd22-03,GCF_002184245.1,GCA_002184245.1,5675543,98137.0,0.0182114733339171,True,Plasmid,plasmid (retrieval convention)
1428452.6,Morganella morganii F675,GCF_000752335.1,GCA_000753395.1,4196460,26605.0,0.0067149454540255,False,WGS,valid genome - discrepancy surfaced by CDGC
1446746.9,Escherichia coli O6:H16 strain 2011EL-1370-2,GCF_002269325.1,GCA_002269325.1,4965555,117021.0,0.0447659929252621,True,Plasmid,plasmid (retrieval convention)
1447259.3,Arcobacter butzleri L351,GCF_001010615.1,GCF_001010615.1,2290244,1042959.0,0.4649788406824775,True,WGS,valid genome - discrepancy surfaced by CDGC
1447714.4,Chlamydia trachomatis D/CS637/11,GCF_001183765.1,GCA_001183765.1,1050173,7493.0,0.0071350148975454,True,Plasmid,plasmid (retrieval convention)
1452727.5,Bacillus anthracis str. Turkey32 strain 35,GCF_000833275.1,GCA_000833275.1,5505298,181760.0,0.0333969205663344,True,Plasmid,plasmid (retrieval convention)
1453870.4,Staphylococcus aureus subsp. aureus 300-169,GCF_000534855.1,GCA_000534855.1,2808012,2457.0,0.0008749962606997,True,Plasmid,plasmid (retrieval convention)
1454593.4,Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765,GCF_001620135.2,GCA_001620135.2,4954715,9323.0,0.0035897120217812,True,Plasmid,plasmid (retrieval convention)
1458279.6,Staphylococcus aureus USA300-ISMMS1,GCF_000568455.1,GCA_000568455.1,2951201,27068.0,0.0101087658888703,True,Plasmid,plasmid (retrieval convention)
150056.28,Staphylococcus fleurettii strain DSM 13212,GCF_003970575.1,GCA_003968865.1,2605275,2473007.0,0.0723827618965368,False,WGS,valid genome - discrepancy surfaced by CDGC
