#name,species,division,taxonomy_id,assembly,assembly_accession,genebuild,variation,microarray,pan_compara,peptide_compara,genome_alignments,other_alignments,core_db,species_id,#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,fasta_filename,downloaded_filename
meira_miltonrushii_gca_003144205,EnsemblFungi,1280837,Meimi1,GCA_003144205.1,2018-05-DOEJointGenomeInstitute,N,N,N,Y,N,Y,fungi_basidiomycota1_collection_core_61_114_1,226,,GCF_003144205.1,PRJNA479903,SAMN02787052,MCHC00000000.1,reference genome,1280837,1280837,Meira miltonrushii,strain=MCA 3882,na,latest,Scaffold,Major,Full,2018-05-21,Meimi1,DOE Joint Genome Institute,GCA_003144205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/144/205/GCF_003144205.1_Meimi1,na,assembly from type material,na,haploid,fungi,17383515,17279528,43.0,0,32,136,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2020-02-10,7485,7444,40,29771364,Meira_miltonrushii_gca_003144205.Meimi1.dna.toplevel.fa,GCF_003144205.1_Meimi1_genomic.fna.gz
phaeoacremonium_minimum_ucrpa7_gca_000392275,EnsemblFungi,1286976,UCRPA7V03,GCA_000392275.1,2013-05-UCDavis,N,N,N,Y,N,Y,fungi_ascomycota1_collection_core_61_114_1,170,,GCF_000392275.1,PRJNA245153,SAMN01908518,AORD00000000.1,reference genome,1286976,223192,Phaeoacremonium minimum UCRPA7,strain=UCRPA7,na,latest,Scaffold,Major,Full,2013-05-16,UCRPA7V03,UC Davis,GCA_000392275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/275/GCF_000392275.1_UCRPA7V03,na,na,na,haploid,fungi,47465449,47381958,49.5,0,624,1278,UC Davis,Annotation submitted by UC Davis,2017-07-12,8834,8834,0,23814032,Phaeoacremonium_minimum_ucrpa7_gca_000392275.UCRPA7V03.dna.toplevel.fa,GCF_000392275.1_UCRPA7V03_genomic.fna.gz
cryptococcus_wingfieldii_cbs_7118_gca_001720155,EnsemblFungi,1295528,Tsuc_wing_CBS7118_V1,GCA_001720155.1,2016-09-BroadInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,150,,GCF_001720155.1,PRJNA352843,SAMN02086247,AWGH00000000.1,reference genome,1295528,5619,Cryptococcus wingfieldii CBS 7118,strain=CBS 7118,na,latest,Scaffold,Major,Full,2016-09-06,Tsuc_wing_CBS7118_V1,Broad Institute,GCA_001720155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/155/GCF_001720155.1_Tsuc_wing_CBS7118_V1,na,assembly from type material,na,haploid,fungi,19969799,19893900,53.5,0,83,83,Broad Institute,Annotation submitted by Broad Institute,2017-08-28,8314,8094,220,na,Cryptococcus_wingfieldii_cbs_7118_gca_001720155.Tsuc_wing_CBS7118_V1.dna.toplevel.fa,GCF_001720155.1_Tsuc_wing_CBS7118_V1_genomic.fna.gz
cryptococcus_depauperatus_cbs_7841_gca_001720195,EnsemblFungi,1295531,Filo_depa_CBS7841_V1,GCA_001720195.1,2016-09-BroadInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,153,,GCF_001720195.1,PRJNA1105951,SAMN02086252,na,reference genome,1295531,5208,Cryptococcus depauperatus CBS 7841,strain=CBS 7841,na,latest,Complete Genome,Major,Full,2024-07-02,ASM172019v2,"Department of Molecular Genetics and Microbiology, Duke University",GCA_001720195.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/195/GCF_001720195.1_ASM172019v2,na,assembly from synonym type material,na,haploid,fungi,16179376,16179376,45.0,8,8,8,"Department of Molecular Genetics and Microbiology, Duke University","Annotation submitted by Department of Molecular Genetics and Microbiology, Duke University",2024-07-02,6455,6341,67,35713948,Cryptococcus_depauperatus_cbs_7841_gca_001720195.Filo_depa_CBS7841_V1.dna.toplevel.fa,identical_genomic.fna.gz
cryptococcus_amylolentus_cbs_6039_gca_001720205,EnsemblFungi,1295533,Cryp_amyl_CBS6039_V3,GCA_001720205.1,2016-09-BroadInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,149,,GCF_001720205.1,PRJNA352837,SAMN02086251,AWGJ00000000.1,reference genome,1295533,104669,Cryptococcus amylolentus CBS 6039,strain=CBS 6039,na,latest,Scaffold,Major,Full,2016-09-06,Cryp_amyl_CBS6039_V3,Broad Institute,GCA_001720205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/205/GCF_001720205.1_Cryp_amyl_CBS6039_V3,na,assembly from type material,na,haploid,fungi,20254996,20253913,53.5,0,15,15,Broad Institute,Annotation submitted by Broad Institute,2017-08-28,8503,8249,248,na,Cryptococcus_amylolentus_cbs_6039_gca_001720205.Cryp_amyl_CBS6039_V3.dna.toplevel.fa,GCF_001720205.1_Cryp_amyl_CBS6039_V3_genomic.fna.gz
kwoniella_pini_cbs_10737_gca_000512605,EnsemblFungi,1296096,Cryp_pinu_CBS10737_V1,GCA_000512605.2,2016-07-BroadInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,134,,GCF_000512605.2,PRJNA352840,SAMN01932741,na,reference genome,1296096,453459,Kwoniella pini CBS 10737,strain=CBS 10737,na,latest,Complete Genome,Major,Full,2024-12-07,ASM51260v3,"Department of Molecular Genetics and Microbiology, Duke University",GCA_000512605.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/605/GCF_000512605.2_ASM51260v3,na,assembly from type material,na,haploid,fungi,20887338,20887338,40.5,11,11,11,"Department of Molecular Genetics and Microbiology, Duke University","Annotation submitted by Department of Molecular Genetics and Microbiology, Duke University",2024-12-07,7877,7809,47,na,Kwoniella_pini_cbs_10737_gca_000512605.Cryp_pinu_CBS10737_V1.dna.toplevel.fa,identical_genomic.fna.gz
kwoniella_bestiolae_cbs_10118_gca_000512585,EnsemblFungi,1296100,Cryp_best_CBS10118_V1,GCA_000512585.2,2016-07-BroadInstitute,N,N,N,Y,N,Y,fungi_basidiomycota1_collection_core_61_114_1,126,,GCF_000512585.2,PRJNA352838,SAMN01932836,na,reference genome,1296100,324769,Kwoniella bestiolae CBS 10118,strain=CBS 10118,na,latest,Complete Genome,Major,Full,2024-06-21,ASM51258v3,"Department of Molecular Genetics and Microbiology, Duke University",GCA_000512585.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/585/GCF_000512585.2_ASM51258v3,na,assembly from type material,na,haploid,fungi,24551665,24551665,47.5,8,8,8,"Department of Molecular Genetics and Microbiology, Duke University","Annotation submitted by Department of Molecular Genetics and Microbiology, Duke University",2024-06-21,9214,9111,64,na,Kwoniella_bestiolae_cbs_10118_gca_000512585.Cryp_best_CBS10118_V1.dna.toplevel.fa,identical_genomic.fna.gz
cryptococcus_gattii_vgiv_ind107_gca_000835755,EnsemblFungi,1296105,Cryp_gatt_IND107_V2,GCA_000835755.1,2015-02-BroadInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,67,,GCF_000835755.1,PRJNA1140275,SAMN01932842,ATAM00000000.2,reference genome,1296105,1859121,Cryptococcus tetragattii IND107,strain=IND107,na,latest,Chromosome,Major,Full,2024-06-25,ASM83575v2,Broad Institute,GCA_000835755.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/755/GCF_000835755.1_ASM83575v2,na,na,na,haploid,fungi,17799622,17799622,48.0,14,15,15,Broad Institute,Annotation submitted by Broad Institute,2024-07-31,6807,6646,92,na,Cryptococcus_gattii_vgiv_ind107_gca_000835755.Cryp_gatt_IND107_V2.dna.toplevel.fa,GCF_000835755.1_ASM83575v2_genomic.fna.gz
cryptococcus_gattii_ca1280_gca_000836335,EnsemblFungi,1296109,Cryp_gatt_CA1280_V1,GCA_000836335.1,2015-02-BroadInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,75,,GCF_000836335.1,PRJNA1140281,SAMN01932846,na,reference genome,1296109,552467,Cryptococcus bacillisporus CA1280,strain=CA1280,na,latest,Complete Genome,Major,Full,2024-07-31,ASM83633v2,"Department of Molecular Genetics and Microbiology, Duke University",GCA_000836335.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/335/GCF_000836335.1_ASM83633v2,na,na,na,haploid,fungi,17825526,17825526,48.0,14,14,14,"Department of Molecular Genetics and Microbiology, Duke University","Annotation submitted by Department of Molecular Genetics and Microbiology, Duke University",2024-07-31,6809,6694,57,na,Cryptococcus_gattii_ca1280_gca_000836335.Cryp_gatt_CA1280_V1.dna.toplevel.fa,identical_genomic.fna.gz
kwoniella_dejecticola_cbs_10117_gca_000512565,EnsemblFungi,1296121,Cryp_deje_CBS10117_V1,GCA_000512565.2,2016-06-BroadInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,145,,GCF_000512565.2,PRJNA342698,SAMN01932837,na,reference genome,1296121,324770,Kwoniella dejecticola CBS 10117,strain=CBS 10117,na,latest,Complete Genome,Major,Full,2024-06-24,ASM51256v3,"Department of Molecular Genetics and Microbiology, Duke University",GCA_000512565.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/565/GCF_000512565.2_ASM51256v3,na,assembly from type material,na,haploid,fungi,23932770,23932770,48.5,11,11,11,"Department of Molecular Genetics and Microbiology, Duke University","Annotation submitted by Department of Molecular Genetics and Microbiology, Duke University",2024-06-24,8719,8632,64,na,Kwoniella_dejecticola_cbs_10117_gca_000512565.Cryp_deje_CBS10117_V1.dna.toplevel.fa,identical_genomic.fna.gz
kwoniella_mangroviensis_cbs_8507_gca_000507465,EnsemblFungi,1296122,Kwon_mang_CBS8507_V2,GCA_000507465.3,2016-07-BroadInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,128,,GCF_000507465.2,PRJNA352839,SAMN01932738,ASQE00000000.2,reference genome,1296122,463800,Kwoniella mangroviensis CBS 8507,strain=CBS 8507,na,latest,Chromosome,Major,Full,2024-03-14,ASM50746v4,Broad Institute,GCA_000507465.4,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/465/GCF_000507465.2_ASM50746v4,na,assembly from type material,na,haploid,fungi,22796923,22796923,45.0,3,4,4,Broad Institute,Annotation submitted by Broad Institute,2024-05-28,8610,8516,65,38234769,Kwoniella_mangroviensis_cbs_8507_gca_000507465.Kwon_mang_CBS8507_V2.dna.toplevel.fa,GCF_000507465.2_ASM50746v4_genomic.fna.gz
wallemia_ichthyophaga_exf_994_gca_000400465,EnsemblFungi,1299270,Wallemia ichthyophaga version 1.0,GCA_000400465.1,2016-06-BGI,N,N,N,Y,N,Y,fungi_basidiomycota1_collection_core_61_114_1,24,,GCF_000400465.1,PRJNA215734,SAMN02981518,APLC00000000.1,reference genome,1299270,245174,Wallemia ichthyophaga EXF-994,strain=EXF-994,na,latest,Scaffold,Major,Full,2013-05-20,Wallemia ichthyophaga version 1.0,BGI,GCA_000400465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/400/465/GCF_000400465.1_Wallemia_ichthyophaga_version_1.0,na,assembly designated as neotype,na,haploid,fungi,9655632,9624672,45.5,0,82,101,BGI,Annotation submitted by BGI,2023-09-15,5000,4863,127,24034603,Wallemia_ichthyophaga_exf_994_gca_000400465.Wallemia_ichthyophaga_version_1.0.dna.toplevel.fa,GCF_000400465.1_Wallemia_ichthyophaga_version_1.0_genomic.fna.gz
pseudozyma_hubeiensis_sy62_gca_000403515,EnsemblFungi,1305764,ASM40351v1,GCA_000403515.1,2015-11-KitamiInstituteofTechnology,N,N,N,Y,N,Y,fungi_basidiomycota1_collection_core_61_114_1,7,,GCF_000403515.1,PRJNA264001,SAMD00002584,BAOW00000000.1,reference genome,1305764,327079,Pseudozyma hubeiensis SY62,strain=SY62,na,latest,Scaffold,Major,Full,2013-05-16,ASM40351v1,Kitami Institute of Technology,GCA_000403515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/403/515/GCF_000403515.1_ASM40351v1,na,na,na,haploid,fungi,18442938,18435583,56.5,0,74,160,NCBI RefSeq,Annotation submitted by NCBI RefSeq,2015-04-20,7619,7472,147,23814110,Pseudozyma_hubeiensis_sy62_gca_000403515.ASM40351v1.dna.toplevel.fa,GCF_000403515.1_ASM40351v1_genomic.fna.gz
sodiomyces_alkalinus_f11_gca_003711515,EnsemblFungi,1314773,Sodal1,GCA_003711515.1,2019-06-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_ascomycota4_collection_core_61_114_1,160,,GCF_003711515.1,PRJNA531015,SAMN02745840,NITX00000000.1,reference genome,1314773,1302862,Sodiomyces alkalinus F11,strain=F11,na,latest,Scaffold,Major,Full,2018-11-05,Sodal1,DOE Joint Genome Institute,GCA_003711515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/711/515/GCF_003711515.1_Sodal1,na,assembly from type material,na,haploid,fungi,43450096,43138642,49.0,0,29,611,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2019-04-05,9625,9403,191,30368956,Sodiomyces_alkalinus_f11_gca_003711515.Sodal1.dna.toplevel.fa,GCF_003711515.1_Sodal1_genomic.fna.gz
laetiporus_sulphureus_93_53_gca_001632365,EnsemblFungi,1314785,Laesu1,GCA_001632365.1,2016-06-DOEJointGenomeInstitute,N,N,N,Y,N,Y,fungi_basidiomycota1_collection_core_61_114_1,131,,GCF_001632365.1,PRJNA721992,SAMN02745959,LOAX00000000.1,reference genome,1314785,5630,Laetiporus sulphureus 93-53,strain=93-53,na,latest,Scaffold,Major,Full,2016-04-27,Laesu1,DOE Joint Genome Institute,GCA_001632365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/365/GCF_001632365.1_Laesu1,na,na,na,haploid,fungi,39909705,39034642,51.5,0,399,1203,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2021-04-20,13840,13739,100,26659563,Laetiporus_sulphureus_93_53_gca_001632365.Laesu1.dna.toplevel.fa,GCF_001632365.1_Laesu1_genomic.fna.gz
penicillium_subrubescens_gca_001908125,EnsemblFungi,1316194,ASM190812v1,GCA_001908125.1,2017-01-CBSKNAWFungalBiodiversityCentreInstituteoftheRoyalNetherlandsAcademyofArtsandScience,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,234,,GCF_028828155.1,PRJNA973687,SAMN30185375,JAQKAJ000000000.1,reference genome,1316194,1316194,Penicillium subrubescens,strain=IBT 31985,na,latest,Contig,Major,Full,2023-02-23,ASM2882815v1,Aalborg University,GCA_028828155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/828/155/GCF_028828155.1_ASM2882815v1,na,assembly from type material,na,haploid,fungi,39968067,39968067,49.0,0,14,14,Aalborg University,Annotation submitted by Aalborg University,2023-06-12,13458,13458,0,36726175,Penicillium_subrubescens_gca_001908125.ASM190812v1.dna.toplevel.fa,GCF_028828155.1_ASM2882815v1_genomic.fna.gz
lachnellula_hyalina_gca_007821495,EnsemblFungi,1316788,CFIA_Lhya_EG2017,GCA_007821495.1,2020-01-CanadianFoodInspectionAgencyCFIA,N,N,N,N,N,Y,fungi_ascomycota5_collection_core_61_114_1,40,,GCF_007821495.1,PRJNA576247,SAMN08668878,QGMH00000000.1,reference genome,1316788,1316788,Lachnellula hyalina,strain=CBS 185.66,na,latest,Contig,Major,Full,2019-08-01,CFIA_Lhya_EG2017,Canadian Food Inspection Agency (CFIA),GCA_007821495.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/821/495/GCF_007821495.1_CFIA_Lhya_EG2017,na,assembly from type material,na,haploid,fungi,33828344,33828344,47.0,0,685,685,Canadian Food Inspection Agency (CFIA),Annotation submitted by Canadian Food Inspection Agency (CFIA),2019-10-09,9248,9157,82,na,Lachnellula_hyalina_gca_007821495.CFIA_Lhya_EG2017.dna.toplevel.fa,GCF_007821495.1_CFIA_Lhya_EG2017_genomic.fna.gz
aspergillus_pseudotamarii_gca_009193445,EnsemblFungi,132259,Asppset1,GCA_009193445.1,2019-10-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_ascomycota5_collection_core_61_114_1,110,,GCF_009193445.1,PRJNA602439,SAMN05446752,STFH00000000.1,reference genome,132259,132259,Aspergillus pseudotamarii,strain=CBS 117625,na,latest,Scaffold,Major,Full,2019-10-18,Asppset1,DOE Joint Genome Institute,GCA_009193445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/193/445/GCF_009193445.1_Asppset1,na,na,na,haploid,fungi,38243929,38221759,48.0,0,249,365,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2025-02-22,13663,13428,234,na,Aspergillus_pseudotamarii_gca_009193445.Asppset1.dna.toplevel.fa,GCF_009193445.1_Asppset1_genomic.fna.gz
lentinus_tigrinus_alcf2ss1_7_gca_003813185,EnsemblFungi,1328758,Lenti7_1,GCA_003813185.1,2019-06-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,258,,GCF_003813185.1,PRJNA1151046,SAMN02744685,QKKD00000000.1,reference genome,1328758,5365,Lentinus tigrinus ALCF2SS1-7,strain=ALCF2SS1-7,na,latest,Scaffold,Major,Full,2018-11-21,Lenti7_1,DOE Joint Genome Institute,GCA_003813185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/185/GCF_003813185.1_Lenti7_1,na,na,na,haploid,fungi,39530113,39175507,56.0,0,207,503,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2024-09-04,15665,15364,290,na,Lentinus_tigrinus_alcf2ss1_7_gca_003813185.Lenti7_1.dna.toplevel.fa,GCF_003813185.1_Lenti7_1_genomic.fna.gz
xylona_heveae_tc161_gca_001619985,EnsemblFungi,1328760,Xylona heveae TC161 v1.0,GCA_001619985.1,2016-06-DOEJointGenomeInstitute,N,N,N,Y,N,Y,fungi_ascomycota3_collection_core_61_114_1,106,,GCF_001619985.1,PRJNA342690,SAMN02744854,JXCS00000000.1,reference genome,1328760,1217826,Xylona heveae TC161,strain=TC161,na,latest,Scaffold,Major,Full,2016-04-14,Xylona heveae TC161 v1.0,DOE Joint Genome Institute,GCA_001619985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/619/985/GCF_001619985.1_Xylona_heveae_TC161_v1.0,na,assembly from type material,na,haploid,fungi,24337763,24318220,48.0,0,27,125,NCBI RefSeq,Annotation submitted by NCBI RefSeq,2016-09-22,8346,8201,145,26693682,Xylona_heveae_tc161_gca_001619985.Xylona_heveae_TC161_v1.0.dna.toplevel.fa,GCF_001619985.1_Xylona_heveae_TC161_v1.0_genomic.fna.gz
rhizopus_microsporus_atcc_52813_gca_002708625,EnsemblFungi,1340429,Rhimi1_1,GCA_002708625.1,2017-11-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_mucoromycota1_collection_core_61_114_1,26,,GCF_002708625.1,PRJNA430271,SAMN02745869,JOSV00000000.1,reference genome,1340429,58291,Rhizopus microsporus ATCC 52813,strain=ATCC 52813,na,latest,Scaffold,Major,Full,2017-10-23,Rhimi1_1,DOE Joint Genome Institute,GCA_002708625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/708/625/GCF_002708625.1_Rhimi1_1,na,na,na,haploid,fungi,25972395,25347720,37.5,0,131,823,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2022-04-18,10958,10888,70,27956601,Rhizopus_microsporus_atcc_52813_gca_002708625.Rhimi1_1.dna.toplevel.fa,GCF_002708625.1_Rhimi1_1_genomic.fna.gz
aspergillus_welwitschiae_gca_003344945,EnsemblFungi,1341132,Aspwel1,GCA_003344945.1,2018-08-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_ascomycota4_collection_core_61_114_1,149,,GCF_003344945.1,PRJNA495497,SAMN05446521,QQZQ00000000.1,reference genome,1341132,1341132,Aspergillus welwitschiae,strain=CBS 139.54b,na,latest,Scaffold,Major,Full,2018-07-30,Aspwel1,DOE Joint Genome Institute,GCA_003344945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/945/GCF_003344945.1_Aspwel1,na,na,na,haploid,fungi,37511876,37478041,49.5,0,396,514,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2025-02-22,13955,13682,268,na,Aspergillus_welwitschiae_gca_003344945.Aspwel1.dna.toplevel.fa,GCF_003344945.1_Aspwel1_genomic.fna.gz
ascoidea_rubescens_dsm_1968_gca_001661345,EnsemblFungi,1344418,Ascru1,GCA_001661345.1,2016-09-DOEJointGenomeInstitute,N,N,N,Y,N,Y,fungi_ascomycota3_collection_core_61_114_1,174,,GCF_001661345.1,PRJNA374039,SAMN02746076,LYBR00000000.1,reference genome,1344418,54195,Ascoidea rubescens DSM 1968,strain=DSM 1968,na,latest,Scaffold,Major,Full,2016-09-15,Ascru1,DOE Joint Genome Institute,GCA_001661345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/345/GCF_001661345.1_Ascru1,na,na,na,haploid,fungi,17503998,17458255,33.0,0,63,326,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2024-12-04,6962,6785,176,27535936,Ascoidea_rubescens_dsm_1968_gca_001661345.Ascru1.dna.toplevel.fa,GCF_001661345.1_Ascru1_genomic.fna.gz
ordospora_colligata_oc4_gca_000803265,EnsemblFungi,1354746,ASM80326v1,GCA_000803265.1,2015-01-UniversityofBritishColumbia,N,N,N,Y,N,Y,fungi_microsporidia1_collection_core_61_114_1,20,,GCF_000803265.1,PRJNA302310,SAMN02867507,JOKQ00000000.1,reference genome,1354746,174685,Ordospora colligata OC4,strain=OC4,na,latest,Contig,Major,Full,2014-12-17,ASM80326v1,University of British Columbia,GCA_000803265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/803/265/GCF_000803265.1_ASM80326v1,na,na,na,haploid,fungi,2290528,2290528,38.5,0,15,15,University of British Columbia,Annotation submitted by University of British Columbia,2024-01-05,1879,1820,59,25587016,Ordospora_colligata_oc4_gca_000803265.ASM80326v1.dna.toplevel.fa,GCF_000803265.1_ASM80326v1_genomic.fna.gz
kalmanozyma_brasiliensis_ghg001_gca_000497045,EnsemblFungi,1365824,PSEUBRA1,GCA_000497045.1,2014-04-LaboratorioNacionaldeCienciaeTecnologiadoBioetanol,N,N,N,Y,N,Y,fungi_basidiomycota1_collection_core_61_114_1,11,,GCF_000497045.1,PRJNA292598,SAMN02334589,AWXO00000000.1,reference genome,1365824,1392244,Kalmanozyma brasiliensis GHG001,strain=GHG001,na,latest,Scaffold,Major,Full,2013-11-15,PSEUBRA1,Laboratorio Nacional de Ciencia e Tecnologia do Bioetanol,GCA_000497045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/497/045/GCF_000497045.1_PSEUBRA1,na,assembly from type material,na,haploid,fungi,17325407,17323034,58.0,0,45,132,Brazilian Biorenewables National Laboratory (LNBR/CNPEM),Annotation submitted by Brazilian Biorenewables National Laboratory (LNBR/CNPEM),2023-09-13,6542,6421,121,24356824;24682702,Kalmanozyma_brasiliensis_ghg001_gca_000497045.PSEUBRA1.dna.toplevel.fa,GCF_000497045.1_PSEUBRA1_genomic.fna.gz
fonsecaea_erecta_gca_001651985,EnsemblFungi,1367422,ASM165198v1,GCA_001651985.1,2016-06-FederalUniversityofParana,N,N,N,Y,N,Y,fungi_ascomycota3_collection_core_61_114_1,166,,GCF_001651985.1,PRJNA342681,SAMN04497957,LVYI00000000.1,reference genome,1367422,1367422,Fonsecaea erecta,strain=CBS 125763,na,latest,Scaffold,Major,Full,2016-05-25,ASM165198v1,Federal University of Parana,GCA_001651985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/985/GCF_001651985.1_ASM165198v1,na,na,na,haploid,fungi,34747975,34728508,53.0,0,57,57,Federal University of Parana,Annotation submitted by Federal University of Parana,2017-08-28,12120,12090,30,na,Fonsecaea_erecta_gca_001651985.ASM165198v1.dna.toplevel.fa,GCF_001651985.1_ASM165198v1_genomic.fna.gz
pochonia_chlamydosporia_170_gca_001653235,EnsemblFungi,1380566,ASM165323v2,GCA_001653235.2,2017-07-TheInstituteofVegetablesandFlowersCAAS,N,N,N,Y,N,Y,fungi_ascomycota3_collection_core_61_114_1,135,,GCF_001653235.2,PRJNA342685,SAMN02296946,LSBJ00000000.2,reference genome,1380566,280754,Pochonia chlamydosporia 170,na,170,latest,Chromosome,Major,Full,2017-07-10,ASM165323v2,The Institute of Vegetables and Flowers CAAS,GCA_001653235.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/235/GCF_001653235.2_ASM165323v2,na,na,na,haploid,fungi,44215803,44192108,49.5,7,49,49,The Institute of Vegetables and Flowers CAAS,Annotation submitted by The Institute of Vegetables and Flowers CAAS,2017-09-08,14318,14204,113,27416025,Pochonia_chlamydosporia_170_gca_001653235.ASM165323v2.dna.toplevel.fa,GCF_001653235.2_ASM165323v2_genomic.fna.gz
kuraishia_capsulata_cbs_1993_gca_000576695,EnsemblFungi,1382522,AUH_PRJEB4427_v1,GCA_000576695.1,2015-08-GenoscopeCEA,N,N,N,Y,N,Y,fungi_ascomycota1_collection_core_61_114_1,35,,GCF_000576695.1,PRJNA264007,SAMEA3138920,CBUD000000000.2,reference genome,1382522,317047,Kuraishia capsulata CBS 1993,strain=CBS 1993,na,latest,Scaffold,Major,Full,2014-02-11,AUH_PRJEB4427_v1,Genoscope CEA,GCA_000576695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/576/695/GCF_000576695.1_AUH_PRJEB4427_v1,na,assembly from type material,na,haploid,fungi,11371246,11337613,45.5,0,7,57,Genoscope CEA,Annotation submitted by Genoscope CEA,2020-02-04,5988,5988,0,na,Kuraishia_capsulata_cbs_1993_gca_000576695.AUH_PRJEB4427_v1.dna.toplevel.fa,GCF_000576695.1_AUH_PRJEB4427_v1_genomic.fna.gz
aspergillus_ruber_cbs_135680_gca_000600275,EnsemblFungi,1388766,Eurhe1,GCA_000600275.1,2014-05-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_ascomycota1_collection_core_61_114_1,78,,GCF_000600275.1,PRJNA721986,SAMN02744096,AWRT00000000.1,reference genome,1388766,396024,Aspergillus ruber CBS 135680,strain=CBS 135680,na,latest,Scaffold,Major,Full,2014-03-27,Eurhe1,DOE Joint Genome Institute,GCA_000600275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/275/GCF_000600275.1_Eurhe1,na,na,na,haploid,fungi,26209327,26075740,49.0,0,110,371,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2025-02-21,10229,10054,173,24811710,Aspergillus_ruber_cbs_135680_gca_000600275.Eurhe1.dna.toplevel.fa,GCF_000600275.1_Eurhe1_genomic.fna.gz
