Index,Sequence ID,Virus Tax ID,FTP Path,RefSeq Filename,Query Length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
13391,NC_002642,132475,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/185/GCF_000847185.1_ViralProj14595,GCF_000847185.1_ViralProj14595_genomic.fna,144575,144575,/Users/gboldirev1/Documents/refseq/13391_NC_002642_blast.xml,0,0,0,0,0,0,0,0,144575,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13391_NC_002642_blast_subject_array_1748966454.bin
13392,NC_002643,145579,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/865/GCF_000838865.1_ViralProj14107,GCF_000838865.1_ViralProj14107_genomic.fna,4594,4594,/Users/gboldirev1/Documents/refseq/13392_NC_002643_blast.xml,0,0,0,0,0,0,0,0,4594,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13392_NC_002643_blast_subject_array_1748966454.bin
13393,NC_002645,11137,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/505/GCF_000853505.1_ViralProj14913,GCF_000853505.1_ViralProj14913_genomic.fna,27317,27317,/Users/gboldirev1/Documents/refseq/13393_NC_002645_blast.xml,0,0,0,0,0,0,0,0,27317,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13393_NC_002645_blast_subject_array_1748966454.bin
13394,NC_002649,2679898,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/858/305/GCF_000858305.1_ViralProj15202,GCF_000858305.1_ViralProj15202_genomic.fna,21129,21129,/Users/gboldirev1/Documents/refseq/13394_NC_002649_blast.xml,0,0,0,0,0,0,0,0,21129,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13394_NC_002649_blast_subject_array_1748966454.bin
13395,NC_002654,148363,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/025/GCF_000838025.1_ViralProj14108,GCF_000838025.1_ViralProj14108_genomic.fna,131405,131405,/Users/gboldirev1/Documents/refseq/13395_NC_002654_blast.xml,0,0,0,0,0,0,0,0,131405,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13395_NC_002654_blast_subject_array_1748966454.bin
13396,NC_002656,2902907,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/837/245/GCF_000837245.1_ViralProj14109,GCF_000837245.1_ViralProj14109_genomic.fna,50550,50550,/Users/gboldirev1/Documents/refseq/13396_NC_002656_blast.xml,0,0,0,0,0,0,0,0,50550,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13396_NC_002656_blast_subject_array_1748966454.bin
13397,NC_002657,11096,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/864/685/GCF_000864685.1_ViralProj15457,GCF_000864685.1_ViralProj15457_genomic.fna,12301,12301,/Users/gboldirev1/Documents/refseq/13397_NC_002657_blast.xml,0,0,0,0,0,0,0,0,12301,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13397_NC_002657_blast_subject_array_1748966454.bin
13398,NC_002661,2952367,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/837/385/GCF_000837385.1_ViralProj14137,GCF_000837385.1_ViralProj14137_genomic.fna,42942,42942,/Users/gboldirev1/Documents/refseq/13398_NC_002661_blast.xml,0,0,0,0,0,0,0,0,42942,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13398_NC_002661_blast_subject_array_1748966454.bin
13399,NC_002665,10385,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/745/GCF_000839745.1_ViralProj14110,GCF_000839745.1_ViralProj14110_genomic.fna,108873,108873,/Users/gboldirev1/Documents/refseq/13399_NC_002665_blast.xml,0,0,0,0,0,0,0,0,108873,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13399_NC_002665_blast_subject_array_1748966454.bin
13400,NC_002666,151535,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/885/GCF_000838885.1_ViralProj14111,GCF_000838885.1_ViralProj14111_genomic.fna,35538,35538,/Users/gboldirev1/Documents/refseq/13400_NC_002666_blast.xml,0,0,0,0,0,0,0,0,35538,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13400_NC_002666_blast_subject_array_1748966454.bin
13401,NC_002667,151536,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/845/385/GCF_000845385.1_ViralProj14397,GCF_000845385.1_ViralProj14397_genomic.fna,41834,41834,/Users/gboldirev1/Documents/refseq/13401_NC_002667_blast.xml,0,0,0,0,0,0,0,0,41834,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13401_NC_002667_blast_subject_array_1748966454.bin
13402,NC_002668,151537,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/842/505/GCF_000842505.1_ViralProj14338,GCF_000842505.1_ViralProj14338_genomic.fna,36949,36949,/Users/gboldirev1/Documents/refseq/13402_NC_002668_blast.xml,0,0,0,0,0,0,0,0,36949,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13402_NC_002668_blast_subject_array_1748966454.bin
13403,NC_002685,130499,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/845/805/GCF_000845805.1_ViralProj14486,GCF_000845805.1_ViralProj14486_genomic.fna,31301,31301,/Users/gboldirev1/Documents/refseq/13403_NC_002685_blast.xml,0,0,0,0,0,0,0,0,31301,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13403_NC_002685_blast_subject_array_1748966454.bin
13404,NC_002686,35246,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/845/GCF_000848845.1_ViralProj14596,GCF_000848845.1_ViralProj14596_genomic.fna,124784,124784,/Users/gboldirev1/Documents/refseq/13404_NC_002686_blast.xml,0,0,0,0,0,0,0,0,124784,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13404_NC_002686_blast_subject_array_1748966454.bin
13405,NC_002687,37665,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/765/GCF_000839765.1_ViralProj14114,GCF_000839765.1_ViralProj14114_genomic.fna,335593,335593,/Users/gboldirev1/Documents/refseq/13405_NC_002687_blast.xml,0,0,0,0,0,0,0,0,335593,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13405_NC_002687_blast_subject_array_1748966454.bin
13408,NC_002692,12253,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/705/GCF_000853705.1_ViralProj14926,GCF_000853705.1_ViralProj14926_genomic.fna,6383,6383,/Users/gboldirev1/Documents/refseq/13408_NC_002692_blast.xml,0,0,0,0,0,0,0,0,6383,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13408_NC_002692_blast_subject_array_1748966454.bin
13409,NC_002700,154784,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/850/225/GCF_000850225.1_ViralProj14710,GCF_000850225.1_ViralProj14710_genomic.fna,4268,4268,/Users/gboldirev1/Documents/refseq/13409_NC_002700_blast.xml,0,0,0,0,0,0,0,0,4268,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13409_NC_002700_blast_subject_array_1748966454.bin
13410,NC_002701,155414,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/445/GCF_000849445.1_ViralProj14725,GCF_000849445.1_ViralProj14725_genomic.fna,5358,5358,/Users/gboldirev1/Documents/refseq/13410_NC_002701_blast.xml,0,0,0,0,0,0,0,0,5358,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13410_NC_002701_blast_subject_array_1748966454.bin
13411,NC_002702,45370,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/846/825/GCF_000846825.1_ViralProj14521,GCF_000846825.1_ViralProj14521_genomic.fna,32621,32621,/Users/gboldirev1/Documents/refseq/13411_NC_002702_blast.xml,0,0,0,0,0,0,0,0,32621,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13411_NC_002702_blast_subject_array_1748966454.bin
13412,NC_002703,35241,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/985/GCF_000838985.1_ViralProj14131,GCF_000838985.1_ViralProj14131_genomic.fna,38347,38347,/Users/gboldirev1/Documents/refseq/13412_NC_002703_blast.xml,0,0,0,0,0,0,0,0,38347,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13412_NC_002703_blast_subject_array_1748966454.bin
13413,NC_002728,3052225,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/625/GCF_000863625.1_ViralProj15443,GCF_000863625.1_ViralProj15443_genomic.fna,18246,18246,/Users/gboldirev1/Documents/refseq/13413_NC_002728_blast.xml,0,0,0,0,0,0,0,0,18246,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13413_NC_002728_blast_subject_array_1748966454.bin
13414,NC_002729,148879,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/545/GCF_000848545.1_ViralProj14711,GCF_000848545.1_ViralProj14711_genomic.fna,7352,7352,/Users/gboldirev1/Documents/refseq/13414_NC_002729_blast.xml,0,0,0,0,0,0,0,0,7352,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13414_NC_002729_blast_subject_array_1748966454.bin
13415,NC_002730,155148,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/905/GCF_000838905.1_ViralProj14115,GCF_000838905.1_ViralProj14115_genomic.fna,38297,38297,/Users/gboldirev1/Documents/refseq/13415_NC_002730_blast.xml,0,0,0,0,0,0,0,0,38297,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13415_NC_002730_blast_subject_array_1748966454.bin
13416,NC_002738,127441,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/845/525/GCF_000845525.1_ViralProj14429,GCF_000845525.1_ViralProj14429_genomic.fna,893,893,/Users/gboldirev1/Documents/refseq/13416_NC_002738_blast.xml,0,0,0,0,0,0,0,0,893,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13416_NC_002738_blast_subject_array_1748966454.bin
13417,NC_002743,1993650,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/843/845/GCF_000843845.1_ViralProj14428,GCF_000843845.1_ViralProj14428_genomic.fna,682,682,/Users/gboldirev1/Documents/refseq/13417_NC_002743_blast.xml,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13417_NC_002743_blast_subject_array_1748966454.bin
13418,NC_002747,35345,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/065/GCF_000838065.1_ViralProj14116,GCF_000838065.1_ViralProj14116_genomic.fna,37667,37667,/Users/gboldirev1/Documents/refseq/13418_NC_002747_blast.xml,0,0,0,0,0,0,0,0,37667,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13418_NC_002747_blast_subject_array_1748966454.bin
13419,NC_002766,131082,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/745/GCF_000847745.1_ViralProj14712,GCF_000847745.1_ViralProj14712_genomic.fna,5776,5776,/Users/gboldirev1/Documents/refseq/13419_NC_002766_blast.xml,0,0,0,0,0,0,0,0,5776,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13419_NC_002766_blast_subject_array_1748966454.bin
13420,NC_002786,59749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/862/485/GCF_000862485.2_ViralProj15381,GCF_000862485.2_ViralProj15381_genomic.fna,6366,6366,/Users/gboldirev1/Documents/refseq/13420_NC_002786_blast.xml,0,0,0,0,0,0,0,0,6366,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13420_NC_002786_blast_subject_array_1748966454.bin
13421,NC_002792,51680,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/645/GCF_000854645.1_ViralProj14980,GCF_000854645.1_ViralProj14980_genomic.fna,6311,6311,/Users/gboldirev1/Documents/refseq/13421_NC_002792_blast.xml,0,0,0,0,0,0,0,0,6311,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13421_NC_002792_blast_subject_array_1748966454.bin
13422,NC_002794,10397,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/685/GCF_000849685.1_ViralProj14597,GCF_000849685.1_ViralProj14597_genomic.fna,195859,195859,/Users/gboldirev1/Documents/refseq/13422_NC_002794_blast.xml,0,0,0,0,0,0,0,0,195859,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13422_NC_002794_blast_subject_array_1748966455.bin
13423,NC_002795,101764,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/345/GCF_000863345.1_ViralProj15382,GCF_000863345.1_ViralProj15382_genomic.fna,8657,8657,/Users/gboldirev1/Documents/refseq/13423_NC_002795_blast.xml,0,0,0,0,0,0,0,0,8657,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13423_NC_002795_blast_subject_array_1748966455.bin
13427,NC_002803,696863,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/850/305/GCF_000850305.1_ViralProj14726,GCF_000850305.1_ViralProj14726_genomic.fna,11019,11019,/Users/gboldirev1/Documents/refseq/13427_NC_002803_blast.xml,0,0,0,0,0,0,0,0,11019,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13427_NC_002803_blast_subject_array_1748966455.bin
13428,NC_002815,112227,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/405/GCF_000856405.1_ViralProj14996,GCF_000856405.1_ViralProj14996_genomic.fna,6614,6614,/Users/gboldirev1/Documents/refseq/13428_NC_002815_blast.xml,0,0,0,0,0,0,0,0,6614,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13428_NC_002815_blast_subject_array_1748966455.bin
13429,NC_002816,28289,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/785/GCF_000839785.1_ViralProj14118,GCF_000839785.1_ViralProj14118_genomic.fna,123500,123500,/Users/gboldirev1/Documents/refseq/13429_NC_002816_blast.xml,0,0,0,0,0,0,0,0,123500,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13429_NC_002816_blast_subject_array_1748966455.bin
13430,NC_002817,223337,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/925/GCF_000838925.1_ViralProj14119,GCF_000838925.1_ViralProj14119_genomic.fna,2767,2767,/Users/gboldirev1/Documents/refseq/13430_NC_002817_blast.xml,0,0,0,0,0,0,0,0,2767,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13430_NC_002817_blast_subject_array_1748966455.bin
13431,NC_002981,222079,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/085/GCF_000838085.1_ViralProj14120,GCF_000838085.1_ViralProj14120_genomic.fna,2748,2748,/Users/gboldirev1/Documents/refseq/13431_NC_002981_blast.xml,0,0,0,0,0,0,0,0,2748,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13431_NC_002981_blast_subject_array_1748966455.bin
13438,NC_003005,142102,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/385/GCF_000849385.1_ViralProj14713,GCF_000849385.1_ViralProj14713_genomic.fna,10205,10205,/Users/gboldirev1/Documents/refseq/13438_NC_003005_blast.xml,0,0,0,0,0,0,0,0,10205,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13438_NC_003005_blast_subject_array_1748966455.bin
13459,NC_003027,376849,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/805/GCF_000839805.1_ViralProj14122,GCF_000839805.1_ViralProj14122_genomic.fna,150773,150773,/Users/gboldirev1/Documents/refseq/13459_NC_003027_blast.xml,0,0,0,0,0,0,0,0,150773,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13459_NC_003027_blast_subject_array_1748966455.bin
13460,NC_003031,362398,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/945/GCF_000838945.1_ViralProj14123,GCF_000838945.1_ViralProj14123_genomic.fna,7687,7687,/Users/gboldirev1/Documents/refseq/13460_NC_003031_blast.xml,0,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13460_NC_003031_blast_subject_array_1748966455.bin
13461,NC_003038,176652,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/105/GCF_000838105.1_ViralProj14124,GCF_000838105.1_ViralProj14124_genomic.fna,212482,212482,/Users/gboldirev1/Documents/refseq/13461_NC_003038_blast.xml,0,0,0,0,0,0,0,0,212482,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13461_NC_003038_blast_subject_array_1748966455.bin
13462,NC_003045,11128,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/862/505/GCF_000862505.1_ViralProj15385,GCF_000862505.1_ViralProj15385_genomic.fna,31028,31028,/Users/gboldirev1/Documents/refseq/13462_NC_003045_blast.xml,0,0,0,0,0,0,0,0,31028,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13462_NC_003045_blast_subject_array_1748966455.bin
13463,NC_003050,120574,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/705/GCF_000849705.1_ViralProj14601,GCF_000849705.1_ViralProj14601_genomic.fna,40248,40248,/Users/gboldirev1/Documents/refseq/13463_NC_003050_blast.xml,0,0,0,0,0,0,0,0,40248,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13463_NC_003050_blast_subject_array_1748966455.bin
13464,NC_003054,146032,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/837/325/GCF_000837325.1_ViralProj14125,GCF_000837325.1_ViralProj14125_genomic.fna,1821,1821,/Users/gboldirev1/Documents/refseq/13464_NC_003054_blast.xml,0,0,0,0,0,0,0,0,1821,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13464_NC_003054_blast_subject_array_1748966455.bin
13465,NC_003056,12049,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/565/GCF_000848565.1_ViralProj14715,GCF_000848565.1_ViralProj14715_genomic.fna,5853,5853,/Users/gboldirev1/Documents/refseq/13465_NC_003056_blast.xml,0,0,0,0,0,0,0,0,5853,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13465_NC_003056_blast_subject_array_1748966455.bin
13466,NC_003059,168238,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/825/GCF_000839825.1_ViralProj14126,GCF_000839825.1_ViralProj14126_genomic.fna,8072,8072,/Users/gboldirev1/Documents/refseq/13466_NC_003059_blast.xml,0,0,0,0,0,0,0,0,8072,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13466_NC_003059_blast_subject_array_1748966455.bin
13467,NC_003083,70600,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/965/GCF_000838965.1_ViralProj14127,GCF_000838965.1_ViralProj14127_genomic.fna,118584,118584,/Users/gboldirev1/Documents/refseq/13467_NC_003083_blast.xml,0,0,0,0,0,0,0,0,118584,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13467_NC_003083_blast_subject_array_1748966455.bin
13468,NC_003084,130556,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/125/GCF_000838125.1_ViralProj14128,GCF_000838125.1_ViralProj14128_genomic.fna,108252,108252,/Users/gboldirev1/Documents/refseq/13468_NC_003084_blast.xml,0,0,0,0,0,0,0,0,108252,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13468_NC_003084_blast_subject_array_1748966455.bin
13469,NC_003085,49964,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/844/485/GCF_000844485.1_ViralProj14391,GCF_000844485.1_ViralProj14391_genomic.fna,49534,49534,/Users/gboldirev1/Documents/refseq/13469_NC_003085_blast.xml,0,0,0,0,0,0,0,0,49534,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13469_NC_003085_blast_subject_array_1748966455.bin
13470,NC_003092,38143,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/625/GCF_000848625.1_ViralProj14727,GCF_000848625.1_ViralProj14727_genomic.fna,15717,15717,/Users/gboldirev1/Documents/refseq/13470_NC_003092_blast.xml,0,0,0,0,0,0,0,0,15717,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13470_NC_003092_blast_subject_array_1748966455.bin
13471,NC_003093,104664,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/765/GCF_000847765.1_ViralProj14716,GCF_000847765.1_ViralProj14716_genomic.fna,7560,7560,/Users/gboldirev1/Documents/refseq/13471_NC_003093_blast.xml,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13471_NC_003093_blast_subject_array_1748966455.bin
13472,NC_003094,51313,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/765/GCF_000849765.1_ViralProj14615,GCF_000849765.1_ViralProj14615_genomic.fna,130759,130759,/Users/gboldirev1/Documents/refseq/13472_NC_003094_blast.xml,0,0,0,0,0,0,0,0,130759,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13472_NC_003094_blast_subject_array_1748966455.bin
13473,NC_003102,46242,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/885/GCF_000839885.1_ViralProj14138,GCF_000839885.1_ViralProj14138_genomic.fna,139342,139342,/Users/gboldirev1/Documents/refseq/13473_NC_003102_blast.xml,0,0,0,0,0,0,0,0,139342,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13473_NC_003102_blast_subject_array_1748966455.bin
13474,NC_003113,170621,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/405/GCF_000849405.1_ViralProj14717,GCF_000849405.1_ViralProj14717_genomic.fna,9476,9476,/Users/gboldirev1/Documents/refseq/13474_NC_003113_blast.xml,0,0,0,0,0,0,0,0,9476,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13474_NC_003113_blast_subject_array_1748966455.bin
13475,NC_003138,172220,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/837/345/GCF_000837345.1_ViralProj14129,GCF_000837345.1_ViralProj14129_genomic.fna,8303,8303,/Users/gboldirev1/Documents/refseq/13475_NC_003138_blast.xml,0,0,0,0,0,0,0,0,8303,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13475_NC_003138_blast_subject_array_1748966455.bin
13476,NC_003157,173707,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/205/GCF_000838205.2_ViralProj14145,GCF_000838205.2_ViralProj14145_genomic.fna,43106,43106,/Users/gboldirev1/Documents/refseq/13476_NC_003157_blast.xml,0,0,0,0,0,0,0,0,43106,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13476_NC_003157_blast_subject_array_1748966455.bin
13477,NC_003158,2847285,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/829/825/GCF_002829825.2_ASM282982v1,GCF_002829825.2_ASM282982v1_genomic.fna,16492,16492,/Users/gboldirev1/Documents/refseq/13477_NC_003158_blast.xml,0,0,0,0,0,0,0,0,16492,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13477_NC_003158_blast_subject_array_1748966455.bin
13480,NC_003203,141860,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/465/GCF_000855465.1_ViralProj14986,GCF_000855465.1_ViralProj14986_genomic.fna,1114,1114,/Users/gboldirev1/Documents/refseq/13480_NC_003203_blast.xml,0,0,0,0,0,0,0,0,1114,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13480_NC_003203_blast_subject_array_1748966455.bin
13481,NC_003214,176106,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/145/GCF_000838145.1_ViralProj14132,GCF_000838145.1_ViralProj14132_genomic.fna,40900,40900,/Users/gboldirev1/Documents/refseq/13481_NC_003214_blast.xml,0,0,0,0,0,0,0,0,40900,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13481_NC_003214_blast_subject_array_1748966455.bin
13482,NC_003215,11033,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/860/285/GCF_000860285.1_ViralProj15282,GCF_000860285.1_ViralProj15282_genomic.fna,11442,11442,/Users/gboldirev1/Documents/refseq/13482_NC_003215_blast.xml,0,0,0,0,0,0,0,0,11442,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13482_NC_003215_blast_subject_array_1748966455.bin
13483,NC_003216,40521,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/645/GCF_000849645.1_ViralProj14589,GCF_000849645.1_ViralProj14589_genomic.fna,40834,40834,/Users/gboldirev1/Documents/refseq/13483_NC_003216_blast.xml,0,0,0,0,0,0,0,0,40834,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13483_NC_003216_blast_subject_array_1748966455.bin
13486,NC_003224,12232,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/645/GCF_000861645.1_ViralProj15390,GCF_000861645.1_ViralProj15390_genomic.fna,9591,9591,/Users/gboldirev1/Documents/refseq/13486_NC_003224_blast.xml,0,0,0,0,0,0,0,0,9591,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13486_NC_003224_blast_subject_array_1748966455.bin
13487,NC_003225,342409,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/085/GCF_000848085.3_ViralProj14616,GCF_000848085.3_ViralProj14616_genomic.fna,309286,309286,/Users/gboldirev1/Documents/refseq/13487_NC_003225_blast.xml,0,0,0,0,0,0,0,0,309286,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13487_NC_003225_blast_subject_array_1748966455.bin
13488,NC_003243,90961,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/850/325/GCF_000850325.1_ViralProj14730,GCF_000850325.1_ViralProj14730_genomic.fna,11822,11822,/Users/gboldirev1/Documents/refseq/13488_NC_003243_blast.xml,0,0,0,0,0,0,0,0,11822,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13488_NC_003243_blast_subject_array_1748966455.bin
13489,NC_003264,551523,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/305/GCF_000856305.1_ViralProj14974,GCF_000856305.1_ViralProj14974_genomic.fna,292,292,/Users/gboldirev1/Documents/refseq/13489_NC_003264_blast.xml,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13489_NC_003264_blast_subject_array_1748966455.bin
13490,NC_003266,130308,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/859/665/GCF_000859665.1_ViralProj15152,GCF_000859665.1_ViralProj15152_genomic.fna,35994,35994,/Users/gboldirev1/Documents/refseq/13490_NC_003266_blast.xml,0,0,0,0,0,0,0,0,35994,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13490_NC_003266_blast_subject_array_1748966455.bin
13491,NC_003278,2993857,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/844/605/GCF_000844605.1_ViralProj14415,GCF_000844605.1_ViralProj14415_genomic.fna,35580,35580,/Users/gboldirev1/Documents/refseq/13491_NC_003278_blast.xml,0,0,0,0,0,0,0,0,35580,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/13491_NC_003278_blast_subject_array_1748966455.bin
