Index	Sequence ID	Virus Tax ID	FTP Path	RefSeq Filename
18742	NC_026135	1580605	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/775/GCF_000930775.1_ViralProj272150	GCF_000930775.1_ViralProj272150_genomic.fna
18743	NC_026136	1580606	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/255/GCF_000928255.1_ViralProj272443	GCF_000928255.1_ViralProj272443_genomic.fna
18744	NC_026137	1580607	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/815/GCF_000930815.1_ViralProj272442	GCF_000930815.1_ViralProj272442_genomic.fna
18745	NC_026138	1566011	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/795/GCF_000930795.1_ViralProj272436	GCF_000930795.1_ViralProj272436_genomic.fna
18746	NC_026139	1568973	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/135/GCF_000929135.1_ViralProj272444	GCF_000929135.1_ViralProj272444_genomic.fna
18747	NC_026140	1566868	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/115/GCF_000929115.1_ViralProj272440	GCF_000929115.1_ViralProj272440_genomic.fna
18748	NC_026141	1590650	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/155/GCF_000930155.1_ViralProj272395	GCF_000930155.1_ViralProj272395_genomic.fna
18749	NC_026142	1595961	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/805/GCF_002149805.1_ViralProj386990	GCF_002149805.1_ViralProj386990_genomic.fna
18750	NC_026143	1592212	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/175/GCF_000930175.1_ViralProj272441	GCF_000930175.1_ViralProj272441_genomic.fna
18751	NC_026144	1519399	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/235/GCF_000928235.1_ViralProj272438	GCF_000928235.1_ViralProj272438_genomic.fna
18752	NC_026161	1519400	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/215/GCF_000928215.1_ViralProj272393	GCF_000928215.1_ViralProj272393_genomic.fna
18753	NC_026162	1519401	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/835/GCF_000930835.1_ViralProj272467	GCF_000930835.1_ViralProj272467_genomic.fna
18754	NC_026163	1519402	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/195/GCF_000930195.1_ViralProj272466	GCF_000930195.1_ViralProj272466_genomic.fna
18755	NC_026164	1985407	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/275/GCF_000928275.1_ViralProj272468	GCF_000928275.1_ViralProj272468_genomic.fna
18756	NC_026165	1519404	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/155/GCF_000929155.1_ViralProj272472	GCF_000929155.1_ViralProj272472_genomic.fna
18757	NC_026166	1985408	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/215/GCF_000930215.1_ViralProj272483	GCF_000930215.1_ViralProj272483_genomic.fna
18758	NC_026167	1519407	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/175/GCF_000929175.1_ViralProj272517	GCF_000929175.1_ViralProj272517_genomic.fna
18759	NC_026168	1843761	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/646/055/GCF_001646055.1_ViralProj321678	GCF_001646055.1_ViralProj321678_genomic.fna
18760	NC_026169	1519409	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/855/GCF_000930855.1_ViralProj272515	GCF_000930855.1_ViralProj272515_genomic.fna
18761	NC_026170	1592211	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/465/GCF_002149465.1_ViralProj272394	GCF_002149465.1_ViralProj272394_genomic.fna
18762	NC_026187	1592207	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/235/GCF_000930235.1_ViralProj273165	GCF_000930235.1_ViralProj273165_genomic.fna
18763	NC_026238	198310	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/335/GCF_000928335.1_ViralProj273471	GCF_000928335.1_ViralProj273471_genomic.fna
18764	NC_026239	167018	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/275/GCF_000930275.1_ViralProj273473	GCF_000930275.1_ViralProj273473_genomic.fna
18765	NC_026240	167020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/215/GCF_000929215.1_ViralProj273472	GCF_000929215.1_ViralProj273472_genomic.fna
18766	NC_026241	1590154	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/895/GCF_000930895.1_ViralProj273470	GCF_000930895.1_ViralProj273470_genomic.fna
18767	NC_026242	1546257	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/875/GCF_000930875.1_ViralProj273464	GCF_000930875.1_ViralProj273464_genomic.fna
18768	NC_026243	1590155	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/255/GCF_000930255.1_ViralProj273468	GCF_000930255.1_ViralProj273468_genomic.fna
18769	NC_026244	2170102	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/315/GCF_000928315.1_ViralProj273466	GCF_000928315.1_ViralProj273466_genomic.fna
18770	NC_026245	1590172	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/195/GCF_000929195.1_ViralProj273467	GCF_000929195.1_ViralProj273467_genomic.fna
18773	NC_026248	1592930	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/995/GCF_000988995.1_ViralProj273489	GCF_000988995.1_ViralProj273489_genomic.fna
18775	NC_026250	1591444	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/295/GCF_000930295.1_T_pityocampa_v0.1	GCF_000930295.1_T_pityocampa_v0.1_genomic.fna
18776	NC_026251	1519097	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/375/GCF_000928375.1_ViralProj273533	GCF_000928375.1_ViralProj273533_genomic.fna
18777	NC_026252	1595998	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/235/GCF_000929235.1_ViralProj273530	GCF_000929235.1_ViralProj273530_genomic.fna
18778	NC_026253	1602199	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/355/GCF_000928355.1_ViralProj273529	GCF_000928355.1_ViralProj273529_genomic.fna
18779	NC_026254	1592081	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/495/GCF_000928495.1_ViralProj274116	GCF_000928495.1_ViralProj274116_genomic.fna
18780	NC_026255	1592103	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/315/GCF_000930315.1_ViralProj274064	GCF_000930315.1_ViralProj274064_genomic.fna
18781	NC_026256	1592104	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/255/GCF_000929255.1_ViralProj274063	GCF_000929255.1_ViralProj274063_genomic.fna
18782	NC_026257	1592082	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/055/GCF_000931055.1_ViralProj274115	GCF_000931055.1_ViralProj274115_genomic.fna
18783	NC_026258	1592083	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/255/GCF_000931255.1_ViralProj274114	GCF_000931255.1_ViralProj274114_genomic.fna
18784	NC_026259	1592084	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/355/GCF_000929355.1_ViralProj274113	GCF_000929355.1_ViralProj274113_genomic.fna
18785	NC_026260	1592085	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/475/GCF_000928475.1_ViralProj274112	GCF_000928475.1_ViralProj274112_genomic.fna
18786	NC_026261	1590156	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/075/GCF_000931075.1_ViralProj274119	GCF_000931075.1_ViralProj274119_genomic.fna
18787	NC_026262	1592086	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/035/GCF_000931035.1_ViralProj274111	GCF_000931035.1_ViralProj274111_genomic.fna
18788	NC_026263	1592087	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/235/GCF_000931235.1_ViralProj274110	GCF_000931235.1_ViralProj274110_genomic.fna
18789	NC_026264	1592088	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/335/GCF_000929335.1_ViralProj274109	GCF_000929335.1_ViralProj274109_genomic.fna
18790	NC_026265	1592089	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/455/GCF_000928455.1_ViralProj274108	GCF_000928455.1_ViralProj274108_genomic.fna
18791	NC_026266	1592090	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/015/GCF_000931015.1_ViralProj274107	GCF_000931015.1_ViralProj274107_genomic.fna
18792	NC_026267	1592091	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/215/GCF_000931215.1_ViralProj274106	GCF_000931215.1_ViralProj274106_genomic.fna
18793	NC_026268	1592335	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/515/GCF_000928515.1_ViralProj274120	GCF_000928515.1_ViralProj274120_genomic.fna
18794	NC_026269	1592092	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/315/GCF_000929315.1_ViralProj274105	GCF_000929315.1_ViralProj274105_genomic.fna
18795	NC_026270	1592093	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/435/GCF_000928435.1_ViralProj274104	GCF_000928435.1_ViralProj274104_genomic.fna
18796	NC_026271	1592094	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/995/GCF_000930995.1_ViralProj274103	GCF_000930995.1_ViralProj274103_genomic.fna
18797	NC_026272	1590173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/275/GCF_000931275.1_ViralProj274118	GCF_000931275.1_ViralProj274118_genomic.fna
18798	NC_026273	1592095	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/195/GCF_000931195.1_ViralProj274102	GCF_000931195.1_ViralProj274102_genomic.fna
18799	NC_026274	1592096	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/295/GCF_000929295.1_ViralProj274101	GCF_000929295.1_ViralProj274101_genomic.fna
18800	NC_026275	1592097	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/415/GCF_000928415.1_ViralProj274070	GCF_000928415.1_ViralProj274070_genomic.fna
18801	NC_026276	1592098	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/975/GCF_000930975.1_ViralProj274069	GCF_000930975.1_ViralProj274069_genomic.fna
18802	NC_026277	1592099	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/175/GCF_000931175.1_ViralProj274068	GCF_000931175.1_ViralProj274068_genomic.fna
18803	NC_026278	1592100	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/275/GCF_000929275.1_ViralProj274067	GCF_000929275.1_ViralProj274067_genomic.fna
18804	NC_026279	1592101	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/395/GCF_000928395.1_ViralProj274066	GCF_000928395.1_ViralProj274066_genomic.fna
18805	NC_026280	1592102	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/955/GCF_000930955.1_ViralProj274065	GCF_000930955.1_ViralProj274065_genomic.fna
18809	NC_026314	2773293	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/395/GCF_000929395.1_ViralProj274150	GCF_000929395.1_ViralProj274150_genomic.fna
18810	NC_026315	1603963	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/095/GCF_000931095.1_ViralProj274155	GCF_000931095.1_ViralProj274155_genomic.fna
18811	NC_026316	1603964	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/295/GCF_000931295.1_ViralProj274154	GCF_000931295.1_ViralProj274154_genomic.fna
18812	NC_026317	2170112	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/115/GCF_000931115.1_ViralProj274159	GCF_000931115.1_ViralProj274159_genomic.fna
18813	NC_026318	2170114	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/315/GCF_000931315.1_ViralProj274158	GCF_000931315.1_ViralProj274158_genomic.fna
18814	NC_026319	2170111	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/415/GCF_000929415.1_ViralProj274157	GCF_000929415.1_ViralProj274157_genomic.fna
18815	NC_026320	2170115	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/535/GCF_000928535.1_ViralProj274156	GCF_000928535.1_ViralProj274156_genomic.fna
18816	NC_026421	10371	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/929/435/GCF_000929435.1_ViralProj274586	GCF_000929435.1_ViralProj274586_genomic.fna
18825	NC_026430	1592576	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/335/GCF_000931335.1_ViralProj274777	GCF_000931335.1_ViralProj274777_genomic.fna
18834	NC_026439	1965064	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/135/GCF_000931135.1_ViralProj274797	GCF_000931135.1_ViralProj274797_genomic.fna
18835	NC_026440	1605721	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/575/GCF_000928575.1_ViralProj274798	GCF_000928575.1_ViralProj274798_genomic.fna
18836	NC_026470	2870348	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/355/GCF_000931355.1_ViralProj275611	GCF_000931355.1_ViralProj275611_genomic.fna
18837	NC_026472	1561150	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/595/GCF_000928595.1_ViralProj275613	GCF_000928595.1_ViralProj275613_genomic.fna
18838	NC_026473	1608323	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/155/GCF_000931155.1_ViralProj275612	GCF_000931155.1_ViralProj275612_genomic.fna
18839	NC_026508	1611875	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/725/GCF_000943725.1_ViralProj275895	GCF_000943725.1_ViralProj275895_genomic.fna
18840	NC_026509	1965063	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/665/GCF_000943665.1_ViralProj276255	GCF_000943665.1_ViralProj276255_genomic.fna
18841	NC_026510	1494074	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/685/GCF_000943685.1_ViralProj275808	GCF_000943685.1_ViralProj275808_genomic.fna
18842	NC_026511	307454	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/625/GCF_000943625.1_ViralProj276252	GCF_000943625.1_ViralProj276252_genomic.fna
18843	NC_026512	1611039	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/745/GCF_000943745.1_ViralProj276254	GCF_000943745.1_ViralProj276254_genomic.fna
18846	NC_026582	1074044	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/235/GCF_000954235.1_ViralProj276713	GCF_000954235.1_ViralProj276713_genomic.fna
18847	NC_026583	1567466	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/335/GCF_000954335.1_ViralProj276871	GCF_000954335.1_ViralProj276871_genomic.fna
18848	NC_026584	1527513	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/095/GCF_000955095.1_ViralProj276878	GCF_000955095.1_ViralProj276878_genomic.fna
18849	NC_026585	1536603	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/075/GCF_000955075.1_ViralProj276874	GCF_000955075.1_ViralProj276874_genomic.fna
18850	NC_026586	1548907	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/955/GCF_000954955.1_ViralProj276681	GCF_000954955.1_ViralProj276681_genomic.fna
18851	NC_026587	1548901	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/355/GCF_000955355.1_ViralProj276861	GCF_000955355.1_ViralProj276861_genomic.fna
18852	NC_026588	1527512	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/375/GCF_000954375.1_ViralProj276879	GCF_000954375.1_ViralProj276879_genomic.fna
18853	NC_026589	1567475	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/315/GCF_000954315.1_ViralProj276867	GCF_000954315.1_ViralProj276867_genomic.fna
18854	NC_026590	1486472	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/315/GCF_000955315.1_ViralProj276850	GCF_000955315.1_ViralProj276850_genomic.fna
18855	NC_026591	1527536	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/435/GCF_000955435.1_ViralProj276877	GCF_000955435.1_ViralProj276877_genomic.fna
18856	NC_026592	1214459	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/035/GCF_000955035.1_ViralProj276866	GCF_000955035.1_ViralProj276866_genomic.fna
18857	NC_026593	1536598	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/355/GCF_000954355.1_ViralProj276875	GCF_000954355.1_ViralProj276875_genomic.fna
18858	NC_026594	1548905	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/275/GCF_000954275.1_ViralProj276859	GCF_000954275.1_ViralProj276859_genomic.fna
18859	NC_026595	1527511	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/735/GCF_000954735.1_ViralProj276880	GCF_000954735.1_ViralProj276880_genomic.fna
18860	NC_026596	1527580	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/715/GCF_000954715.1_ViralProj276876	GCF_000954715.1_ViralProj276876_genomic.fna
18861	NC_026597	1527493	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/455/GCF_000955455.1_ViralProj276881	GCF_000955455.1_ViralProj276881_genomic.fna
18862	NC_026598	1567473	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/675/GCF_000954675.1_ViralProj276868	GCF_000954675.1_ViralProj276868_genomic.fna
18863	NC_026599	1548906	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/995/GCF_000954995.1_ViralProj276858	GCF_000954995.1_ViralProj276858_genomic.fna
18864	NC_026600	1548917	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/335/GCF_000955335.1_ViralProj276857	GCF_000955335.1_ViralProj276857_genomic.fna
18865	NC_026601	1548918	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/615/GCF_000954615.1_ViralProj276856	GCF_000954615.1_ViralProj276856_genomic.fna
18866	NC_026602	1548902	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/635/GCF_000954635.1_ViralProj276860	GCF_000954635.1_ViralProj276860_genomic.fna
18867	NC_026603	1567471	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/055/GCF_000955055.1_ViralProj276870	GCF_000955055.1_ViralProj276870_genomic.fna
18868	NC_026604	1527463	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/595/GCF_000954595.1_ViralProj276849	GCF_000954595.1_ViralProj276849_genomic.fna
18869	NC_026605	1567472	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/395/GCF_000955395.1_ViralProj276869	GCF_000955395.1_ViralProj276869_genomic.fna
18870	NC_026606	1566993	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/695/GCF_000954695.1_ViralProj276872	GCF_000954695.1_ViralProj276872_genomic.fna
18871	NC_026607	1445860	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/975/GCF_000954975.2_ViralProj276851	GCF_000954975.2_ViralProj276851_genomic.fna
18872	NC_026608	2494563	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/255/GCF_000954255.1_ViralProj276855	GCF_000954255.1_ViralProj276855_genomic.fna
18873	NC_026609	1552735	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/415/GCF_000955415.1_ViralProj276873	GCF_000955415.1_ViralProj276873_genomic.fna
18874	NC_026610	1538804	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/015/GCF_000955015.2_ViralProj276862	GCF_000955015.2_ViralProj276862_genomic.fna
18875	NC_026611	1537091	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/295/GCF_000954295.1_ViralProj276863	GCF_000954295.1_ViralProj276863_genomic.fna
18876	NC_026612	1449896	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/375/GCF_000955375.1_ViralProj276865	GCF_000955375.1_ViralProj276865_genomic.fna
18877	NC_026613	1449897	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/655/GCF_000954655.1_ViralProj276864	GCF_000954655.1_ViralProj276864_genomic.fna
18878	NC_026615	945960	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/115/GCF_000955115.1_ViralProj277199	GCF_000955115.1_ViralProj277199_genomic.fna
18879	NC_026616	165250	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/395/GCF_000954395.1_ViralProj277201	GCF_000954395.1_ViralProj277201_genomic.fna
18883	NC_026620	64299	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/135/GCF_000955135.1_ViralProj277469	GCF_000955135.1_ViralProj277469_genomic.fna
18884	NC_026621	1562379	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/475/GCF_000955475.1_ViralProj277229	GCF_000955475.1_ViralProj277229_genomic.fna
18885	NC_026622	1562380	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/595/GCF_000955595.1_ViralProj277515	GCF_000955595.1_ViralProj277515_genomic.fna
18886	NC_026623	64305	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/535/GCF_000954535.1_ViralProj277517	GCF_000954535.1_ViralProj277517_genomic.fna
18887	NC_026624	64317	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/255/GCF_000955255.1_ViralProj277516	GCF_000955255.1_ViralProj277516_genomic.fna
18888	NC_026625	1618254	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/575/GCF_000954575.1_ViralProj277525	GCF_000954575.1_ViralProj277525_genomic.fna
18889	NC_026626	1618250	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/155/GCF_000955155.1_ViralProj277493	GCF_000955155.1_ViralProj277493_genomic.fna
18890	NC_026627	1618251	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/495/GCF_000955495.1_ViralProj277492	GCF_000955495.1_ViralProj277492_genomic.fna
18891	NC_026628	1618255	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/295/GCF_000955295.1_ViralProj277524	GCF_000955295.1_ViralProj277524_genomic.fna
18892	NC_026629	1618256	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/635/GCF_000955635.1_ViralProj277523	GCF_000955635.1_ViralProj277523_genomic.fna
18893	NC_026630	1618252	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/775/GCF_000954775.1_ViralProj277491	GCF_000954775.1_ViralProj277491_genomic.fna
18894	NC_026631	1618253	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/415/GCF_000954415.1_ViralProj277490	GCF_000954415.1_ViralProj277490_genomic.fna
18895	NC_026632	1618257	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/915/GCF_000954915.1_ViralProj277522	GCF_000954915.1_ViralProj277522_genomic.fna
18896	NC_026633	1618258	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/555/GCF_000954555.1_ViralProj277521	GCF_000954555.1_ViralProj277521_genomic.fna
18897	NC_026634	1618259	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/275/GCF_000955275.1_ViralProj277520	GCF_000955275.1_ViralProj277520_genomic.fna
18898	NC_026635	1618260	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/615/GCF_000955615.1_ViralProj277519	GCF_000955615.1_ViralProj277519_genomic.fna
18899	NC_026636	1618233	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/515/GCF_000954515.1_ViralProj277513	GCF_000954515.1_ViralProj277513_genomic.fna
18900	NC_026637	1618234	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/235/GCF_000955235.1_ViralProj277512	GCF_000955235.1_ViralProj277512_genomic.fna
18901	NC_026638	1618235	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/575/GCF_000955575.1_ViralProj277511	GCF_000955575.1_ViralProj277511_genomic.fna
18902	NC_026639	1618236	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/855/GCF_000954855.1_ViralProj277510	GCF_000954855.1_ViralProj277510_genomic.fna
18903	NC_026640	1619253	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/895/GCF_000954895.1_ViralProj277518	GCF_000954895.1_ViralProj277518_genomic.fna
18904	NC_026641	1618237	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/495/GCF_000954495.1_ViralProj277509	GCF_000954495.1_ViralProj277509_genomic.fna
18905	NC_026642	1618238	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/215/GCF_000955215.1_ViralProj277508	GCF_000955215.1_ViralProj277508_genomic.fna
18906	NC_026643	1618239	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/555/GCF_000955555.1_ViralProj277507	GCF_000955555.1_ViralProj277507_genomic.fna
18907	NC_026645	1618240	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/835/GCF_000954835.1_ViralProj277506	GCF_000954835.1_ViralProj277506_genomic.fna
18908	NC_026646	1618242	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/195/GCF_000955195.1_ViralProj277501	GCF_000955195.1_ViralProj277501_genomic.fna
18909	NC_026647	1618244	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/815/GCF_000954815.1_ViralProj277499	GCF_000954815.1_ViralProj277499_genomic.fna
18910	NC_026648	1618245	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/455/GCF_000954455.1_ViralProj277498	GCF_000954455.1_ViralProj277498_genomic.fna
18911	NC_026649	1618246	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/175/GCF_000955175.1_ViralProj277497	GCF_000955175.1_ViralProj277497_genomic.fna
18912	NC_026650	1618232	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/875/GCF_000954875.1_ViralProj277514	GCF_000954875.1_ViralProj277514_genomic.fna
18913	NC_026651	1618247	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/515/GCF_000955515.1_ViralProj277496	GCF_000955515.1_ViralProj277496_genomic.fna
18914	NC_026652	1618248	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/795/GCF_000954795.1_ViralProj277495	GCF_000954795.1_ViralProj277495_genomic.fna
18915	NC_026653	1618243	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/535/GCF_000955535.1_ViralProj277500	GCF_000955535.1_ViralProj277500_genomic.fna
18916	NC_026654	1618249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/435/GCF_000954435.1_ViralProj277494	GCF_000954435.1_ViralProj277494_genomic.fna
18917	NC_026662	1619219	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/935/GCF_000954935.1_ViralProj278056	GCF_000954935.1_ViralProj278056_genomic.fna
18918	NC_026663	1619218	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/655/GCF_000959655.1_ViralProj278640	GCF_000959655.1_ViralProj278640_genomic.fna
